   1    1   -1   -1   -1         NaN             NaN   -0.259329E-02
   1    1   -1    0    0         NaN             NaN   -0.259329E-02
   1    1    0   -1    0         NaN             NaN   -0.259329E-02
   1    1    0    0   -1         NaN             NaN   -0.259329E-02
   1    1    0    0    1         NaN             NaN   -0.259329E-02
   1    1    0    1    0         NaN             NaN   -0.259329E-02
   1    1    1    0    0         NaN             NaN   -0.259329E-02
   1    1    1    1    1         NaN             NaN   -0.259329E-02
   1    1   -1   -1    0         NaN             NaN   -0.736280E-03
   1    1   -1    0   -1         NaN             NaN   -0.736280E-03
   1    1    0   -1   -1         NaN             NaN   -0.736280E-03
   1    1    0    1    1         NaN             NaN   -0.736280E-03
   1    1    1    0    1         NaN             NaN   -0.736280E-03
   1    1    1    1    0         NaN             NaN   -0.736280E-03
   1    1   -2   -1   -1         NaN             NaN    0.126356E-03
   1    1   -1   -2   -1         NaN             NaN    0.126356E-03
   1    1   -1   -1   -2         NaN             NaN    0.126356E-03
   1    1   -1    0    1         NaN             NaN    0.126356E-03
   1    1   -1    1    0         NaN             NaN    0.126356E-03
   1    1    0   -1    1         NaN             NaN    0.126356E-03
   1    1    0    1   -1         NaN             NaN    0.126356E-03
   1    1    1   -1    0         NaN             NaN    0.126356E-03
   1    1    1    0   -1         NaN             NaN    0.126356E-03
   1    1    1    1    2         NaN             NaN    0.126356E-03
   1    1    1    2    1         NaN             NaN    0.126356E-03
   1    1    2    1    1         NaN             NaN    0.126356E-03
   1    1   -2   -1   -2         NaN             NaN   -0.306528E-03
   1    1   -2    0   -1         NaN             NaN   -0.306528E-03
   1    1   -1    0   -2         NaN             NaN   -0.306528E-03
   1    1   -1    1   -1         NaN             NaN   -0.306528E-03
   1    1    1   -1    1         NaN             NaN   -0.306528E-03
   1    1    1    0    2         NaN             NaN   -0.306528E-03
   1    1    2    0    1         NaN             NaN   -0.306528E-03
   1    1    2    1    2         NaN             NaN   -0.306528E-03
   1    1   -2   -2   -1         NaN             NaN   -0.306528E-03
   1    1   -2   -1    0         NaN             NaN   -0.306528E-03
   1    1   -1   -2   -2         NaN             NaN   -0.306528E-03
   1    1   -1   -2    0         NaN             NaN   -0.306528E-03
   1    1   -1   -1    1         NaN             NaN   -0.306528E-03
   1    1   -1    1    1         NaN             NaN   -0.306528E-03
   1    1    0   -2   -1         NaN             NaN   -0.306528E-03
   1    1    0   -1   -2         NaN             NaN   -0.306528E-03
   1    1    0    1    2         NaN             NaN   -0.306528E-03
   1    1    0    2    1         NaN             NaN   -0.306528E-03
   1    1    1   -1   -1         NaN             NaN   -0.306528E-03
   1    1    1    1   -1         NaN             NaN   -0.306528E-03
   1    1    1    2    0         NaN             NaN   -0.306528E-03
   1    1    1    2    2         NaN             NaN   -0.306528E-03
   1    1    2    1    0         NaN             NaN   -0.306528E-03
   1    1    2    2    1         NaN             NaN   -0.306528E-03
   1    1   -2   -2   -2         NaN             NaN   -0.229099E-03
   1    1   -2    0    0         NaN             NaN   -0.229099E-03
   1    1    0   -2    0         NaN             NaN   -0.229099E-03
   1    1    0    0   -2         NaN             NaN   -0.229099E-03
   1    1    0    0    2         NaN             NaN   -0.229099E-03
   1    1    0    2    0         NaN             NaN   -0.229099E-03
   1    1    2    0    0         NaN             NaN   -0.229099E-03
   1    1    2    2    2         NaN             NaN   -0.229099E-03
   1    1   -2   -2    0         NaN             NaN    0.152299E-03
   1    1   -2    0   -2         NaN             NaN    0.152299E-03
   1    1    0   -2   -2         NaN             NaN    0.152299E-03
   1    1    0    2    2         NaN             NaN    0.152299E-03
   1    1    2    0    2         NaN             NaN    0.152299E-03
   1    1    2    2    0         NaN             NaN    0.152299E-03
   1    1   -3   -1   -1         NaN             NaN    0.662933E-04
   1    1   -2   -2   -3         NaN             NaN    0.662933E-04
   1    1   -2    1    0         NaN             NaN    0.662933E-04
   1    1   -1   -1   -3         NaN             NaN    0.662933E-04
   1    1   -1    2    0         NaN             NaN    0.662933E-04
   1    1    0   -2    1         NaN             NaN    0.662933E-04
   1    1    0   -1    2         NaN             NaN    0.662933E-04
   1    1    0    1   -2         NaN             NaN    0.662933E-04
   1    1    0    2   -1         NaN             NaN    0.662933E-04
   1    1    1   -2    0         NaN             NaN    0.662933E-04
   1    1    1    1    3         NaN             NaN    0.662933E-04
   1    1    2   -1    0         NaN             NaN    0.662933E-04
   1    1    2    2    3         NaN             NaN    0.662933E-04
   1    1    3    1    1         NaN             NaN    0.662933E-04
   1    1   -3   -2   -2         NaN             NaN    0.662933E-04
   1    1   -2   -3   -2         NaN             NaN    0.662933E-04
   1    1   -2    0    1         NaN             NaN    0.662933E-04
   1    1   -1   -3   -1         NaN             NaN    0.662933E-04
   1    1   -1    0    2         NaN             NaN    0.662933E-04
