i;j;j-coordinate;N_k;Xzz
1;2;(-3.5, 0.5, -0.5);505;1.4394199999999998e-05
1;2;(-2.5, -3.5, -1.5);389;1.4394199999999998e-05
1;2;(-2.5, -3.5, -0.5);417;1.4394199999999998e-05
1;2;(-2.5, -1.5, -3.5);389;1.4394199999999998e-05
1;2;(-2.5, -0.5, -3.5);417;1.4394199999999998e-05
1;2;(-1.5, -3.5, -2.5);389;1.4394199999999998e-05
1;2;(-1.5, -3.5, 0.5);473;1.4394199999999998e-05
1;2;(-1.5, -2.5, -3.5);389;1.4394199999999998e-05
1;2;(-1.5, 0.5, -3.5);473;1.4394199999999998e-05
1;2;(-0.5, -3.5, -2.5);417;1.4394199999999998e-05
1;2;(-0.5, -3.5, 0.5);505;1.4394199999999998e-05
1;2;(-0.5, -2.5, -3.5);417;1.4394199999999998e-05
1;2;(-0.5, 0.5, -3.5);505;1.4394199999999998e-05
1;2;(0.5, -3.5, -1.5);473;1.4394199999999998e-05
1;2;(0.5, -3.5, -0.5);505;1.4394199999999998e-05
1;2;(0.5, -1.5, -3.5);473;1.4394199999999998e-05
1;2;(0.5, -0.5, -3.5);505;1.4394199999999998e-05
1;1;(-3.0, 0.0, 0.0);584;-7.81675e-05
1;1;(-2.0, -2.0, -1.0);601;-3.84739275e-05
1;1;(-2.0, -2.0, 1.0);576;-3.84739275e-05
1;1;(-2.0, -1.0, -2.0);601;-3.84739275e-05
1;1;(-2.0, -1.0, 2.0);552;-3.84739275e-05
1;1;(-2.0, 1.0, -2.0);576;-3.84739275e-05
1;1;(-2.0, 1.0, 2.0);531;-3.84739275e-05
1;1;(-2.0, 2.0, -1.0);552;-3.84739275e-05
1;1;(-2.0, 2.0, 1.0);531;-3.84739275e-05
1;1;(-1.0, -2.0, -2.0);601;-3.84739275e-05
1;1;(-1.0, -2.0, 2.0);552;-3.84739275e-05
1;1;(-1.0, 2.0, -2.0);552;-3.84739275e-05
1;1;(-1.0, 2.0, 2.0);512;-3.84739275e-05
1;1;(0.0, -3.0, 0.0);584;-7.81675e-05
1;1;(0.0, 0.0, -3.0);584;-7.81675e-05
1;1;(0.0, 0.0, 3.0);520;-7.81675e-05
1;1;(0.0, 3.0, 0.0);520;-7.81675e-05
1;1;(1.0, -2.0, -2.0);576;-3.84739275e-05
1;1;(1.0, -2.0, 2.0);531;-3.84739275e-05
1;1;(1.0, 2.0, -2.0);531;-3.84739275e-05
1;1;(1.0, 2.0, 2.0);485;-3.84739275e-05
1;1;(2.0, -2.0, -1.0);552;-3.84739275e-05
1;1;(2.0, -2.0, 1.0);531;-3.84739275e-05
1;1;(2.0, -1.0, -2.0);552;-3.84739275e-05
1;1;(2.0, -1.0, 2.0);512;-3.84739275e-05
1;1;(2.0, 1.0, -2.0);531;-3.84739275e-05
1;1;(2.0, 1.0, 2.0);485;-3.84739275e-05
1;1;(2.0, 2.0, -1.0);512;-3.84739275e-05
1;1;(2.0, 2.0, 1.0);485;-3.84739275e-05
1;1;(3.0, 0.0, 0.0);520;-7.81675e-05
1;1;(-3.0, -1.0, 0.0);563;2.9112375e-05
1;1;(-3.0, 0.0, -1.0);563;2.9112375e-05
1;1;(-3.0, 0.0, 1.0);542;2.9112375e-05
1;1;(-3.0, 1.0, 0.0);542;2.9112375e-05
1;1;(-1.0, -3.0, 0.0);563;2.9112375e-05
1;1;(-1.0, 0.0, -3.0);563;2.9112375e-05
1;1;(-1.0, 0.0, 3.0);500;2.9112375e-05
1;1;(-1.0, 3.0, 0.0);500;2.9112375e-05
1;1;(0.0, -3.0, -1.0);563;2.9112375e-05
1;1;(0.0, -3.0, 1.0);542;2.9112375e-05
1;1;(0.0, -1.0, -3.0);563;2.9112375e-05
1;1;(0.0, -1.0, 3.0);500;2.9112375e-05
1;1;(0.0, 1.0, -3.0);542;2.9112375e-05
1;1;(0.0, 1.0, 3.0);480;2.9112375e-05
1;1;(0.0, 3.0, -1.0);500;2.9112375e-05
1;1;(0.0, 3.0, 1.0);480;2.9112375e-05
1;1;(1.0, -3.0, 0.0);542;2.9112375e-05
1;1;(1.0, 0.0, -3.0);542;2.9112375e-05
1;1;(1.0, 0.0, 3.0);480;2.9112375e-05
1;1;(1.0, 3.0, 0.0);480;2.9112375e-05
1;1;(3.0, -1.0, 0.0);500;2.9112375e-05
1;1;(3.0, 0.0, -1.0);500;2.9112375e-05
1;1;(3.0, 0.0, 1.0);480;2.9112375e-05
1;1;(3.0, 1.0, 0.0);480;2.9112375e-05
1;2;(-3.5, -2.5, -2.5);339;-9.143025e-05
1;2;(-3.5, -2.5, 0.5);414;-9.143025e-05
1;2;(-3.5, 0.5, -2.5);414;-9.143025e-05
1;2;(-3.5, 0.5, 0.5);496;-9.143025e-05
1;2;(-2.5, -3.5, -2.5);339;-9.143025e-05
1;2;(-2.5, -3.5, 0.5);414;-9.143025e-05
1;2;(-2.5, -2.5, -3.5);339;-9.143025e-05
1;2;(-2.5, -2.5, 1.5);463;-9.143025e-05
1;2;(-2.5, 0.5, -3.5);414;-9.143025e-05
1;2;(-2.5, 0.5, 1.5);554;-9.143025e-05
1;2;(-2.5, 1.5, -2.5);463;-9.143025e-05
1;2;(-2.5, 1.5, 0.5);554;-9.143025e-05
1;2;(0.5, -3.5, -2.5);414;-9.143025e-05
1;2;(0.5, -3.5, 0.5);496;-9.143025e-05
1;2;(0.5, -2.5, -3.5);414;-9.143025e-05
1;2;(0.5, -2.5, 1.5);554;-9.143025e-05
1;2;(0.5, 0.5, -3.5);496;-9.143025e-05
1;2;(0.5, 0.5, 1.5);681;-9.143025e-05
1;2;(0.5, 1.5, -2.5);554;-9.143025e-05
1;2;(0.5, 1.5, 0.5);681;-9.143025e-05
1;2;(1.5, -2.5, -2.5);463;-9.143025e-05
1;2;(1.5, -2.5, 0.5);554;-9.143025e-05
1;2;(1.5, 0.5, -2.5);554;-9.143025e-05
1;2;(1.5, 0.5, 0.5);681;-9.143025e-05
1;1;(-3.0, -1.0, -1.0);554;1.87117e-05
1;1;(-3.0, -1.0, 1.0);531;1.87117e-05
1;1;(-3.0, 1.0, -1.0);531;1.87117e-05
1;1;(-3.0, 1.0, 1.0);514;1.87117e-05
1;1;(-1.0, -3.0, -1.0);554;1.87117e-05
1;1;(-1.0, -3.0, 1.0);531;1.87117e-05
1;1;(-1.0, 3.0, -1.0);491;1.87117e-05
1;1;(-1.0, 3.0, 1.0);471;1.87117e-05
1;1;(1.0, -3.0, -1.0);531;1.87117e-05
1;1;(1.0, -3.0, 1.0);514;1.87117e-05
1;1;(1.0, 3.0, -1.0);471;1.87117e-05
1;1;(1.0, 3.0, 1.0);451;1.87117e-05
1;1;(3.0, -1.0, -1.0);491;1.87117e-05
1;1;(3.0, -1.0, 1.0);471;1.87117e-05
1;1;(3.0, 1.0, -1.0);471;1.87117e-05
1;1;(3.0, 1.0, 1.0);451;1.87117e-05
1;1;(-1.0, -1.0, -3.0);554;1.87117e-05
1;1;(-1.0, -1.0, 3.0);491;1.87117e-05
1;1;(-1.0, 1.0, -3.0);531;1.87117e-05
1;1;(-1.0, 1.0, 3.0);471;1.87117e-05
1;1;(1.0, -1.0, -3.0);531;1.87117e-05
1;1;(1.0, -1.0, 3.0);471;1.87117e-05
1;1;(1.0, 1.0, -3.0);514;1.87117e-05
1;1;(1.0, 1.0, 3.0);451;1.87117e-05
1;1;(-2.0, -2.0, -2.0);540;-2.6534600000000002e-05
1;1;(-2.0, -2.0, 2.0);503;-2.6534600000000002e-05
1;1;(-2.0, 2.0, -2.0);503;-2.6534600000000002e-05
1;1;(-2.0, 2.0, 2.0);465;-2.6534600000000002e-05
1;1;(2.0, -2.0, -2.0);503;-2.6534600000000002e-05
1;1;(2.0, -2.0, 2.0);465;-2.6534600000000002e-05
1;1;(2.0, 2.0, -2.0);465;-2.6534600000000002e-05
1;1;(2.0, 2.0, 2.0);419;-2.6534600000000002e-05
1;2;(-4.5, -1.5, -1.5);339;1.6320275e-06
1;2;(-4.5, -1.5, -0.5);363;1.6320275e-06
1;2;(-4.5, -0.5, -1.5);363;1.6320275e-06
1;2;(-4.5, -0.5, -0.5);385;1.6320275e-06
1;2;(-1.5, -4.5, -1.5);339;1.6320275e-06
1;2;(-1.5, -4.5, -0.5);363;1.6320275e-06
1;2;(-1.5, -1.5, -4.5);339;1.6320275e-06
1;2;(-1.5, -0.5, -4.5);363;1.6320275e-06
1;2;(-1.5, 1.5, 1.5);581;-1.0719350000000001e-05
1;2;(-0.5, -4.5, -1.5);363;1.6320275e-06
1;2;(-0.5, -4.5, -0.5);385;1.6320275e-06
1;2;(-0.5, -1.5, -4.5);363;1.6320275e-06
1;2;(-0.5, -0.5, -4.5);385;1.6320275e-06
1;2;(-0.5, 1.5, 1.5);621;-1.0719350000000001e-05
1;2;(1.5, -3.5, -1.5);432;-1.0719350000000001e-05
1;2;(1.5, -3.5, -0.5);457;-1.0719350000000001e-05
1;2;(1.5, -1.5, 1.5);581;-1.0719350000000001e-05
1;2;(1.5, -0.5, 1.5);621;-1.0719350000000001e-05
1;2;(1.5, 1.5, -1.5);581;-1.0719350000000001e-05
1;2;(1.5, 1.5, -0.5);621;-1.0719350000000001e-05
1;2;(-3.5, -3.5, -1.5);316;-1.0719350000000001e-05
1;2;(-3.5, -3.5, -0.5);337;-1.0719350000000001e-05
1;2;(-3.5, -1.5, -3.5);316;-1.0719350000000001e-05
1;2;(-3.5, -1.5, 1.5);432;-1.0719350000000001e-05
1;2;(-3.5, -0.5, -3.5);337;-1.0719350000000001e-05
1;2;(-3.5, -0.5, 1.5);457;-1.0719350000000001e-05
1;2;(-3.5, 1.5, -1.5);432;-1.0719350000000001e-05
1;2;(-3.5, 1.5, -0.5);457;-1.0719350000000001e-05
1;2;(-1.5, -3.5, -3.5);316;-1.0719350000000001e-05
1;2;(-1.5, -3.5, 1.5);432;-1.0719350000000001e-05
1;2;(-1.5, -1.5, 2.5);514;1.6320275e-06
1;2;(-1.5, -0.5, 2.5);546;1.6320275e-06
1;2;(-1.5, 1.5, -3.5);432;-1.0719350000000001e-05
1;2;(-1.5, 2.5, -1.5);514;1.6320275e-06
1;2;(-1.5, 2.5, -0.5);546;1.6320275e-06
1;2;(-0.5, -3.5, -3.5);337;-1.0719350000000001e-05
1;2;(-0.5, -3.5, 1.5);457;-1.0719350000000001e-05
1;2;(-0.5, -1.5, 2.5);546;1.6320275e-06
1;2;(-0.5, -0.5, 2.5);584;1.6320275e-06
1;2;(-0.5, 1.5, -3.5);457;-1.0719350000000001e-05
1;2;(-0.5, 2.5, -1.5);546;1.6320275e-06
1;2;(-0.5, 2.5, -0.5);584;1.6320275e-06
1;2;(1.5, -1.5, -3.5);432;-1.0719350000000001e-05
1;2;(1.5, -0.5, -3.5);457;-1.0719350000000001e-05
1;2;(2.5, -1.5, -1.5);514;1.6320275e-06
1;2;(2.5, -1.5, -0.5);546;1.6320275e-06
1;2;(2.5, -0.5, -1.5);546;1.6320275e-06
1;2;(2.5, -0.5, -0.5);584;1.6320275e-06
1;1;(-3.0, -2.0, 0.0);509;-8.11650000000001e-06
1;1;(-3.0, 0.0, -2.0);509;-8.11650000000001e-06
1;1;(-3.0, 0.0, 2.0);472;-8.11650000000001e-06
1;1;(-3.0, 2.0, 0.0);472;-8.11650000000001e-06
1;1;(-2.0, -3.0, 0.0);509;-8.11650000000001e-06
1;1;(-2.0, 0.0, -3.0);509;-8.11650000000001e-06
1;1;(-2.0, 0.0, 3.0);457;-8.11650000000001e-06
1;1;(-2.0, 3.0, 0.0);457;-8.11650000000001e-06
1;1;(0.0, -3.0, -2.0);509;-8.11650000000001e-06
1;1;(0.0, -3.0, 2.0);472;-8.11650000000001e-06
1;1;(0.0, -2.0, -3.0);509;-8.11650000000001e-06
1;1;(0.0, -2.0, 3.0);457;-8.11650000000001e-06
1;1;(0.0, 2.0, -3.0);472;-8.11650000000001e-06
1;1;(0.0, 2.0, 3.0);419;-8.11650000000001e-06
1;1;(0.0, 3.0, -2.0);457;-8.11650000000001e-06
1;1;(0.0, 3.0, 2.0);419;-8.11650000000001e-06
1;1;(2.0, -3.0, 0.0);472;-8.11650000000001e-06
1;1;(2.0, 0.0, -3.0);472;-8.11650000000001e-06
1;1;(2.0, 0.0, 3.0);419;-8.11650000000001e-06
1;1;(2.0, 3.0, 0.0);419;-8.11650000000001e-06
1;1;(3.0, -2.0, 0.0);457;-8.11650000000001e-06
1;1;(3.0, 0.0, -2.0);457;-8.11650000000001e-06
1;1;(3.0, 0.0, 2.0);419;-8.11650000000001e-06
1;1;(3.0, 2.0, 0.0);419;-8.11650000000001e-06
1;1;(-3.0, -2.0, -1.0);494;7.616055e-05
1;1;(-3.0, -2.0, 1.0);479;7.616055e-05
1;1;(-3.0, -1.0, -2.0);494;7.616055e-05
1;1;(-3.0, -1.0, 2.0);460;7.616055e-05
1;1;(-3.0, 1.0, -2.0);479;7.616055e-05
1;1;(-3.0, 1.0, 2.0);446;7.616055e-05
1;1;(-3.0, 2.0, -1.0);460;7.616055e-05
1;1;(-3.0, 2.0, 1.0);446;7.616055e-05
1;1;(-2.0, -3.0, -1.0);494;7.616055e-05
1;1;(-2.0, -3.0, 1.0);479;7.616055e-05
1;1;(-2.0, -1.0, -3.0);494;7.616055e-05
1;1;(-2.0, -1.0, 3.0);444;7.616055e-05
1;1;(-2.0, 1.0, -3.0);479;7.616055e-05
1;1;(-2.0, 1.0, 3.0);428;7.616055e-05
1;1;(-2.0, 3.0, -1.0);444;7.616055e-05
1;1;(-2.0, 3.0, 1.0);428;7.616055e-05
1;1;(-1.0, -3.0, -2.0);494;7.616055e-05
1;1;(-1.0, -3.0, 2.0);460;7.616055e-05
1;1;(-1.0, -2.0, -3.0);494;7.616055e-05
1;1;(-1.0, -2.0, 3.0);444;7.616055e-05
1;1;(-1.0, 2.0, -3.0);460;7.616055e-05
1;1;(-1.0, 2.0, 3.0);412;7.616055e-05
1;1;(-1.0, 3.0, -2.0);444;7.616055e-05
1;1;(-1.0, 3.0, 2.0);412;7.616055e-05
1;1;(1.0, -3.0, -2.0);479;7.616055e-05
1;1;(1.0, -3.0, 2.0);446;7.616055e-05
1;1;(1.0, -2.0, -3.0);479;7.616055e-05
1;1;(1.0, -2.0, 3.0);428;7.616055e-05
1;1;(1.0, 2.0, -3.0);446;7.616055e-05
1;1;(1.0, 2.0, 3.0);391;7.616055e-05
1;1;(1.0, 3.0, -2.0);428;7.616055e-05
1;1;(1.0, 3.0, 2.0);391;7.616055e-05
1;1;(2.0, -3.0, -1.0);460;7.616055e-05
1;1;(2.0, -3.0, 1.0);446;7.616055e-05
1;1;(2.0, -1.0, -3.0);460;7.616055e-05
1;1;(2.0, -1.0, 3.0);412;7.616055e-05
1;1;(2.0, 1.0, -3.0);446;7.616055e-05
1;1;(2.0, 1.0, 3.0);391;7.616055e-05
1;1;(2.0, 3.0, -1.0);412;7.616055e-05
1;1;(2.0, 3.0, 1.0);391;7.616055e-05
1;1;(3.0, -2.0, -1.0);444;7.616055e-05
1;1;(3.0, -2.0, 1.0);428;7.616055e-05
1;1;(3.0, -1.0, -2.0);444;7.616055e-05
