i;j;j-coordinate;N_k;Xzz
1;1;(-1.0, -1.0, -1.0);583;0.04269359988852928
1;1;(1.0, 1.0, 1.0);583;0.04269359988852928
1;1;(0.0, -1.0, 0.0);577;0.020631824258551406
1;1;(0.0, 0.0, -1.0);577;0.020631824258551406
1;1;(0.0, 0.0, 1.0);577;0.020631824258551406
1;1;(0.0, 1.0, 0.0);577;0.020631824258551406
1;1;(-1.0, 0.0, 0.0);579;-0.12625975616269336
1;1;(1.0, 0.0, 0.0);579;-0.12625975616269336
1;1;(0.0, -1.0, -1.0);567;0.040954865249934025
1;1;(0.0, 1.0, 1.0);567;0.040954865249934025
1;1;(-1.0, -1.0, 0.0);565;0.056592988785529735
1;1;(-1.0, 0.0, -1.0);565;0.056592988785529735
1;1;(1.0, 0.0, 1.0);565;0.056592988785529735
1;1;(1.0, 1.0, 0.0);565;0.056592988785529735
1;1;(-1.0, -2.0, -1.0);515;0.0022572761862214054
1;1;(-1.0, -1.0, -2.0);515;0.0022572761862214054
1;1;(1.0, 1.0, 2.0);515;0.0022572761862214054
1;1;(1.0, 2.0, 1.0);515;0.0022572761862214054
1;1;(-2.0, -1.0, -1.0);519;-0.0024895040187205863
1;1;(2.0, 1.0, 1.0);519;-0.0024895040187205863
1;1;(-1.0, 0.0, 1.0);515;-0.0003357632551541643
1;1;(-1.0, 1.0, 0.0);515;-0.0003357632551541643
1;1;(1.0, -1.0, 0.0);515;-0.0003357632551541643
1;1;(1.0, 0.0, -1.0);515;-0.0003357632551541643
1;1;(0.0, -1.0, 1.0);515;-0.005320896556690834
1;1;(0.0, 1.0, -1.0);515;-0.005320896556690834
1;1;(-1.0, -2.0, -2.0);493;0.007878375333927089
1;1;(1.0, 2.0, 2.0);493;0.007878375333927089
1;1;(0.0, -2.0, -1.0);485;0.001893451786503044
1;1;(0.0, -1.0, -2.0);485;0.001893451786503044
1;1;(0.0, 1.0, 2.0);485;0.001893451786503044
1;1;(0.0, 2.0, 1.0);485;0.001893451786503044
1;1;(-2.0, -2.0, -1.0);489;-0.016793392027847263
1;1;(-2.0, -1.0, -2.0);489;-0.016793392027847263
1;1;(2.0, 1.0, 2.0);489;-0.016793392027847263
1;1;(2.0, 2.0, 1.0);489;-0.016793392027847263
1;1;(-1.0, 1.0, 1.0);493;-0.0031650253385406505
1;1;(1.0, -1.0, -1.0);493;-0.0031650253385406505
1;1;(-1.0, -2.0, 0.0);485;-0.0010647334872454911
1;1;(-1.0, 0.0, -2.0);485;-0.0010647334872454911
1;1;(1.0, 0.0, 2.0);485;-0.0010647334872454911
1;1;(1.0, 2.0, 0.0);485;-0.0010647334872454911
1;1;(-2.0, -1.0, 0.0);485;-0.0028405491136688265
1;1;(-2.0, 0.0, -1.0);485;-0.0028405491136688265
1;1;(2.0, 0.0, 1.0);485;-0.0028405491136688265
1;1;(2.0, 1.0, 0.0);485;-0.0028405491136688265
1;1;(-1.0, -1.0, 1.0);489;-0.0025119431899352372
1;1;(-1.0, 1.0, -1.0);489;-0.0025119431899352372
1;1;(1.0, -1.0, 1.0);489;-0.0025119431899352372
1;1;(1.0, 1.0, -1.0);489;-0.0025119431899352372
1;1;(-2.0, -2.0, -2.0);488;0.041656724046256956
1;1;(2.0, 2.0, 2.0);488;0.041656724046256956
1;1;(0.0, -2.0, 0.0);480;0.00821111683972558
1;1;(0.0, 0.0, -2.0);480;0.00821111683972558
1;1;(0.0, 0.0, 2.0);480;0.00821111683972558
1;1;(0.0, 2.0, 0.0);480;0.00821111683972558
1;1;(-2.0, 0.0, 0.0);484;0.0020821854139601776
1;1;(2.0, 0.0, 0.0);484;0.0020821854139601776
1;1;(0.0, -2.0, -2.0);454;0.008117429531125707
1;1;(0.0, 2.0, 2.0);454;0.008117429531125707
1;1;(-2.0, -2.0, 0.0);450;0.010074032302865858
1;1;(-2.0, 0.0, -2.0);450;0.010074032302865858
1;1;(2.0, 0.0, 2.0);450;0.010074032302865858
1;1;(2.0, 2.0, 0.0);450;0.010074032302865858
1;1;(-2.0, -3.0, -2.0);435;0.0008022342092086726
1;1;(-2.0, -2.0, -3.0);435;0.0008022342092086726
1;1;(2.0, 2.0, 3.0);435;0.0008022342092086726
1;1;(2.0, 3.0, 2.0);435;0.0008022342092086726
1;1;(-3.0, -2.0, -2.0);435;0.0014504249256869239
1;1;(3.0, 2.0, 2.0);435;0.0014504249256869239
1;1;(-1.0, -1.0, -3.0);431;0.0020986802562797413
1;1;(1.0, 1.0, 3.0);431;0.0020986802562797413
1;1;(-1.0, -3.0, -1.0);431;0.0020986802562797413
1;1;(1.0, 3.0, 1.0);431;0.0020986802562797413
1;1;(-3.0, -1.0, -1.0);435;0.0005569829472188422
1;1;(3.0, 1.0, 1.0);435;0.0005569829472188422
1;1;(-1.0, 0.0, 2.0);429;0.006169118572892787
1;1;(-1.0, 2.0, 0.0);429;0.006169118572892787
1;1;(1.0, -2.0, 0.0);429;0.006169118572892787
1;1;(1.0, 0.0, -2.0);429;0.006169118572892787
1;1;(-2.0, 0.0, 1.0);429;0.0006367347107392411
1;1;(-2.0, 1.0, 0.0);429;0.0006367347107392411
1;1;(2.0, -1.0, 0.0);429;0.0006367347107392411
1;1;(2.0, 0.0, -1.0);429;0.0006367347107392411
1;1;(0.0, -1.0, 2.0);427;0.0008284974706665475
1;1;(0.0, 1.0, -2.0);427;0.0008284974706665475
1;1;(0.0, -2.0, 1.0);427;0.0008284974706665475
1;1;(0.0, 2.0, -1.0);427;0.0008284974706665475
1;1;(-1.0, -3.0, -2.0);427;-0.0003730238072758478
1;1;(-1.0, -2.0, -3.0);427;-0.0003730238072758478
1;1;(1.0, 2.0, 3.0);427;-0.0003730238072758478
1;1;(1.0, 3.0, 2.0);427;-0.0003730238072758478
1;1;(-2.0, -3.0, -1.0);423;0.0005798372607664908
1;1;(-2.0, -1.0, -3.0);423;0.0005798372607664908
1;1;(2.0, 1.0, 3.0);423;0.0005798372607664908
1;1;(2.0, 3.0, 1.0);423;0.0005798372607664908
1;1;(-1.0, 1.0, 2.0);423;-0.0022772731032602257
1;1;(-1.0, 2.0, 1.0);423;-0.0022772731032602257
1;1;(1.0, -2.0, -1.0);423;-0.0022772731032602257
1;1;(1.0, -1.0, -2.0);423;-0.0022772731032602257
1;1;(-3.0, -2.0, -1.0);425;-0.0006490534106686813
1;1;(-3.0, -1.0, -2.0);425;-0.0006490534106686813
1;1;(3.0, 1.0, 2.0);425;-0.0006490534106686813
1;1;(3.0, 2.0, 1.0);425;-0.0006490534106686813
1;1;(-2.0, -1.0, 1.0);423;-5.822345822811222e-05
1;1;(-2.0, 1.0, -1.0);423;-5.822345822811222e-05
1;1;(2.0, -1.0, 1.0);423;-5.822345822811222e-05
1;1;(2.0, 1.0, -1.0);423;-5.822345822811222e-05
1;1;(-1.0, 1.0, -2.0);421;-0.0016677614492624998
1;1;(1.0, -1.0, 2.0);421;-0.0016677614492624998
1;1;(-1.0, -2.0, 1.0);421;-0.0016677614492624998
1;1;(1.0, 2.0, -1.0);421;-0.0016677614492624998
1;1;(-2.0, -3.0, -3.0);413;0.0030207066291741327
1;1;(2.0, 3.0, 3.0);413;0.0030207066291741327
1;1;(-3.0, -3.0, -2.0);405;0.01136168218756054
1;1;(-3.0, -2.0, -3.0);405;0.01136168218756054
1;1;(3.0, 2.0, 3.0);405;0.01136168218756054
1;1;(3.0, 3.0, 2.0);405;0.01136168218756054
1;1;(0.0, -3.0, -1.0);401;0.001201962039041996
1;1;(0.0, -1.0, -3.0);401;0.001201962039041996
1;1;(0.0, 1.0, 3.0);401;0.001201962039041996
1;1;(0.0, 3.0, 1.0);401;0.001201962039041996
1;1;(-1.0, -3.0, 0.0);397;0.003131004218933764
1;1;(-1.0, 0.0, -3.0);397;0.003131004218933764
1;1;(1.0, 0.0, 3.0);397;0.003131004218933764
1;1;(1.0, 3.0, 0.0);397;0.003131004218933764
1;1;(-2.0, 1.0, 1.0);405;0.00028402097443339325
1;1;(2.0, -1.0, -1.0);405;0.00028402097443339325
1;1;(-3.0, -1.0, 0.0);401;0.0019328094170262568
1;1;(-3.0, 0.0, -1.0);401;0.0019328094170262568
1;1;(3.0, 0.0, 1.0);401;0.0019328094170262568
1;1;(3.0, 1.0, 0.0);401;0.0019328094170262568
1;1;(-1.0, -1.0, 2.0);401;0.00226649956653809
1;1;(1.0, 1.0, -2.0);401;0.00226649956653809
1;1;(-1.0, 2.0, -1.0);401;0.00226649956653809
1;1;(1.0, -2.0, 1.0);401;0.00226649956653809
1;1;(-1.0, -3.0, -3.0);391;-0.001003016232372382
1;1;(1.0, 3.0, 3.0);391;-0.001003016232372382
1;1;(-3.0, -3.0, -3.0);397;-0.006324781550894214
1;1;(3.0, 3.0, 3.0);397;-0.006324781550894214
1;1;(0.0, -3.0, -2.0);387;-0.00035109167168707043
1;1;(0.0, 3.0, 2.0);387;-0.00035109167168707043
1;1;(0.0, -2.0, -3.0);387;-0.00035109167168707043
1;1;(0.0, 2.0, 3.0);387;-0.00035109167168707043
1;1;(-1.0, 2.0, 2.0);391;0.00129857265097679
1;1;(1.0, -2.0, -2.0);391;0.00129857265097679
1;1;(-3.0, -3.0, -1.0);387;-0.0013939587006124548
1;1;(-3.0, -1.0, -3.0);387;-0.0013939587006124548
1;1;(3.0, 1.0, 3.0);387;-0.0013939587006124548
1;1;(3.0, 3.0, 1.0);387;-0.0013939587006124548
1;1;(0.0, -3.0, 0.0);385;-0.0008080780591149135
1;1;(0.0, 0.0, -3.0);385;-0.0008080780591149135
1;1;(0.0, 0.0, 3.0);385;-0.0008080780591149135
1;1;(0.0, 3.0, 0.0);385;-0.0008080780591149135
1;1;(-2.0, 0.0, -3.0);385;-0.002061177999779942
1;1;(2.0, 0.0, 3.0);385;-0.002061177999779942
1;1;(-2.0, -3.0, 0.0);385;-0.002061177999779942
1;1;(2.0, 3.0, 0.0);385;-0.002061177999779942
1;1;(-3.0, 0.0, -2.0);385;0.0005467894215304733
1;1;(3.0, 0.0, 2.0);385;0.0005467894215304733
1;1;(-3.0, -2.0, 0.0);385;0.0005467894215304733
1;1;(3.0, 2.0, 0.0);385;0.0005467894215304733
1;1;(-3.0, 0.0, 0.0);389;0.0017720162475561058
1;1;(3.0, 0.0, 0.0);389;0.0017720162475561058
1;1;(-2.0, 1.0, -2.0);387;-0.00014464790733027035
1;1;(2.0, -1.0, 2.0);387;-0.00014464790733027035
1;1;(-2.0, -2.0, 1.0);387;-0.00014464790733027035
1;1;(2.0, 2.0, -1.0);387;-0.00014464790733027035
1;1;(-2.0, -4.0, -2.0);364;-0.0005240120891785924
1;1;(-2.0, -2.0, -4.0);364;-0.0005240120891785924
1;1;(2.0, 2.0, 4.0);364;-0.0005240120891785924
1;1;(2.0, 4.0, 2.0);364;-0.0005240120891785924
1;1;(-4.0, -2.0, -2.0);368;-0.0006406879994240949
1;1;(4.0, 2.0, 2.0);368;-0.0006406879994240949
1;1;(-2.0, 0.0, 2.0);362;-0.0019196782861077475
1;1;(-2.0, 2.0, 0.0);362;-0.0019196782861077475
1;1;(2.0, -2.0, 0.0);362;-0.0019196782861077475
1;1;(2.0, 0.0, -2.0);362;-0.0019196782861077475
1;1;(0.0, -2.0, 2.0);360;-0.0013538780958822485
1;1;(0.0, 2.0, -2.0);360;-0.0013538780958822485
1;1;(-2.0, -3.0, -4.0);353;0.00019493124348101884
1;1;(2.0, 3.0, 4.0);353;0.00019493124348101884
1;1;(-2.0, -4.0, -3.0);353;0.00019493124348101884
1;1;(2.0, 4.0, 3.0);353;0.00019493124348101884
1;1;(-1.0, -2.0, -4.0);347;0.0006850199673320537
1;1;(1.0, 2.0, 4.0);347;0.0006850199673320537
1;1;(-1.0, -4.0, -2.0);347;0.0006850199673320537
1;1;(1.0, 4.0, 2.0);347;0.0006850199673320537
1;1;(-3.0, -4.0, -2.0);347;-0.0004840985581911347
1;1;(-3.0, -2.0, -4.0);347;-0.0004840985581911347
1;1;(3.0, 2.0, 4.0);347;-0.0004840985581911347
1;1;(3.0, 4.0, 2.0);347;-0.0004840985581911347
1;1;(-4.0, -3.0, -2.0);347;-0.00029188397555778066
1;1;(-4.0, -2.0, -3.0);347;-0.00029188397555778066
1;1;(4.0, 2.0, 3.0);347;-0.00029188397555778066
1;1;(4.0, 3.0, 2.0);347;-0.00029188397555778066
