   2    2    0   -1    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2    0    1    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2   -1   -1    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2   -1    0    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2    1    0    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2    1    1    0    0.000121   -0.423560E-02   -0.183700E-01
   2    2   -1   -2    0   -0.000009   -0.306905E-01   -0.306332E-01
   2    2   -1    1    0   -0.000009   -0.306905E-01   -0.306332E-01
   2    2    1   -1    0   -0.000009   -0.307044E-01   -0.306436E-01
   2    2    1    2    0   -0.000009   -0.307044E-01   -0.306436E-01
   2    2   -2   -1    0   -0.000009   -0.307044E-01   -0.306436E-01
   2    2    2    1    0   -0.000009   -0.306905E-01   -0.306332E-01
   2    1    0    0    0    0.000001    0.285568E-03    0.353387E-03
   2    1    0    0   -1    0.000001    0.285589E-03    0.353400E-03
   2    2    0   -2    0   -0.000006    0.119482E-01    0.137448E-01
   2    2    0    2    0   -0.000006    0.119482E-01    0.137448E-01
   2    2   -2   -2    0   -0.000006    0.119482E-01    0.137448E-01
   2    2   -2    0    0   -0.000006    0.119482E-01    0.137448E-01
   2    2    2    0    0   -0.000006    0.119482E-01    0.137448E-01
   2    2    2    2    0   -0.000006    0.119482E-01    0.137448E-01
   2    1    0   -1    0    0.000001    0.376023E-04    0.107739E-03
   2    1    0    1    0    0.000001    0.376023E-04    0.107739E-03
   2    1   -1   -1    0    0.000001    0.376023E-04    0.107739E-03
   2    1   -1    0    0    0.000001    0.376023E-04    0.107739E-03
   2    1    0   -1   -1    0.000001    0.375827E-04    0.107740E-03
   2    1    0    1   -1    0.000001    0.375827E-04    0.107740E-03
   2    1    1    0    0    0.000001    0.376023E-04    0.107739E-03
   2    1    1    1    0    0.000001    0.376023E-04    0.107739E-03
   2    1   -1   -1   -1    0.000001    0.375827E-04    0.107740E-03
   2    1   -1    0   -1    0.000001    0.375827E-04    0.107740E-03
   2    1    1    0   -1    0.000001    0.375827E-04    0.107740E-03
   2    1    1    1   -1    0.000001    0.375827E-04    0.107740E-03
   2    1   -1   -2    0    0.000000   -0.113873E-03   -0.959694E-04
   2    1   -1    1    0    0.000000   -0.113873E-03   -0.959694E-04
   2    1    1   -1    0   -0.000000   -0.272804E-03   -0.133115E-03
   2    1    1    2    0   -0.000000   -0.272804E-03   -0.133115E-03
   2    1   -2   -1    0   -0.000000   -0.272804E-03   -0.133115E-03
   2    1   -1   -2   -1    0.000000   -0.113878E-03   -0.959847E-04
   2    1   -1    1   -1    0.000000   -0.113878E-03   -0.959847E-04
   2    1    1   -1   -1   -0.000000   -0.272798E-03   -0.133093E-03
   2    1    1    2   -1   -0.000000   -0.272798E-03   -0.133093E-03
   2    1    2    1    0    0.000000   -0.113873E-03   -0.959694E-04
   2    1   -2   -1   -1   -0.000000   -0.272798E-03   -0.133093E-03
   2    1    2    1   -1    0.000000   -0.113878E-03   -0.959847E-04
   2    2   -1   -3    0   -0.000012   -0.638544E-03    0.156492E-03
   2    2   -1    2    0   -0.000012   -0.638544E-03    0.156492E-03
   2    2    1   -2    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2    1    3    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2   -2   -3    0   -0.000012   -0.638544E-03    0.156492E-03
   2    2   -2    1    0   -0.000012   -0.638544E-03    0.156492E-03
   2    2    2   -1    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2    2    3    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2   -3   -2    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2   -3   -1    0   -0.000012   -0.637801E-03    0.157006E-03
   2    2    3    1    0   -0.000012   -0.638544E-03    0.156492E-03
   2    2    3    2    0   -0.000012   -0.638544E-03    0.156492E-03
   2    1    0   -2   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1    0   -2    0   -0.000001    0.796777E-04    0.100759E-03
   2    1    0    2   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1    0    2    0   -0.000001    0.796777E-04    0.100759E-03
   2    1   -2   -2   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1   -2   -2    0   -0.000001    0.796777E-04    0.100759E-03
   2    1   -2    0   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1   -2    0    0   -0.000001    0.796777E-04    0.100759E-03
   2    1    2    0   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1    2    0    0   -0.000001    0.796777E-04    0.100759E-03
   2    1    2    2   -1   -0.000001    0.796821E-04    0.100768E-03
   2    1    2    2    0   -0.000001    0.796777E-04    0.100759E-03
   2    2    0   -3    0   -0.000002    0.122209E-01    0.122641E-01
   2    2    0    3    0   -0.000002    0.122209E-01    0.122641E-01
   2    2   -3   -3    0   -0.000002    0.122209E-01    0.122641E-01
   2    2   -3    0    0   -0.000002    0.122209E-01    0.122641E-01
