i;j;j-coordinate;N_k;Xzz
2;1;(-2.0, -4.0, -1.5);52;2.032225e-05
2;1;(-2.0, -4.0, -0.5);121;2.031425e-05
2;1;(-2.0, 2.0, -1.5);52;2.032225e-05
2;1;(-2.0, 2.0, -0.5);121;2.031425e-05
2;1;(2.0, -2.0, -1.5);52;0.00025765975
2;1;(2.0, -2.0, -0.5);121;0.00025765
2;1;(2.0, 4.0, -1.5);52;0.00025765975
2;1;(2.0, 4.0, -0.5);121;0.00025765
2;1;(-4.0, -2.0, -1.5);52;0.00025765975
2;1;(-4.0, -2.0, -0.5);119;0.00025765
2;1;(4.0, 2.0, -1.5);52;2.032225e-05
2;1;(4.0, 2.0, -0.5);119;2.031425e-05
2;2;(-1.0, -1.0, -1.0);147;-1.418774e-06
2;2;(-1.0, -1.0, 1.0);73;-1.4195875e-06
2;2;(-1.0, 0.0, -1.0);147;-1.418774e-06
2;2;(-1.0, 0.0, 1.0);73;-1.4195875e-06
2;2;(0.0, -1.0, -1.0);147;-1.418774e-06
2;2;(0.0, -1.0, 1.0);73;-1.4195875e-06
2;2;(0.0, 1.0, -1.0);147;-1.418774e-06
2;2;(0.0, 1.0, 1.0);73;-1.4195875e-06
2;2;(1.0, 0.0, -1.0);147;-1.418774e-06
2;2;(1.0, 0.0, 1.0);73;-1.4195875e-06
2;2;(1.0, 1.0, -1.0);147;-1.418774e-06
2;2;(1.0, 1.0, 1.0);73;-1.4195875e-06
2;2;(0.0, -4.0, 0.0);101;0.0007054050000000001
2;2;(0.0, 4.0, 0.0);101;0.0007054050000000001
2;2;(-4.0, -4.0, 0.0);101;0.0007054050000000001
2;2;(-4.0, 0.0, 0.0);101;0.0007054050000000001
2;2;(4.0, 0.0, 0.0);101;0.0007054050000000001
2;2;(4.0, 4.0, 0.0);101;0.0007054050000000001
2;1;(-1.0, -4.0, -1.5);50;-0.00013473750000000002
2;1;(-1.0, -4.0, -0.5);118;-0.000134726
2;1;(-1.0, 3.0, -1.5);50;-0.00013473750000000002
2;1;(-1.0, 3.0, -0.5);118;-0.000134726
2;1;(1.0, -3.0, -1.5);50;4.5429250000000006e-05
2;1;(1.0, -3.0, -0.5);118;4.5427675e-05
2;1;(1.0, 4.0, -1.5);50;4.5429250000000006e-05
2;1;(1.0, 4.0, -0.5);118;4.5427675e-05
2;1;(-3.0, -4.0, -1.5);50;-0.00013473750000000002
2;1;(-3.0, -4.0, -0.5);118;-0.000134726
2;1;(-3.0, 1.0, -1.5);50;-0.00013473750000000002
2;1;(-3.0, 1.0, -0.5);118;-0.000134726
2;1;(3.0, -1.0, -1.5);50;4.5429250000000006e-05
2;1;(3.0, -1.0, -0.5);118;4.5427675e-05
2;1;(3.0, 4.0, -1.5);50;4.5429250000000006e-05
2;1;(3.0, 4.0, -0.5);118;4.5427675e-05
2;1;(-4.0, -3.0, -1.5);50;4.5429250000000006e-05
2;1;(-4.0, -3.0, -0.5);116;4.5427675e-05
2;1;(-4.0, -1.0, -1.5);50;4.5429250000000006e-05
2;1;(-4.0, -1.0, -0.5);116;4.5427675e-05
2;1;(4.0, 1.0, -1.5);50;-0.00013473750000000002
2;1;(4.0, 1.0, -0.5);116;-0.000134726
2;1;(4.0, 3.0, -1.5);50;-0.00013473750000000002
2;1;(4.0, 3.0, -0.5);116;-0.000134726
2;2;(-2.0, -1.0, -1.0);139;5.581805e-06
2;2;(-2.0, -1.0, 1.0);73;5.5815e-06
2;2;(-1.0, -2.0, -1.0);139;6.2542e-06
2;2;(-1.0, -2.0, 1.0);73;6.253975e-06
2;2;(-1.0, 1.0, -1.0);139;6.2542e-06
2;2;(-1.0, 1.0, 1.0);73;6.253975e-06
2;2;(1.0, -1.0, -1.0);139;5.581805e-06
2;2;(1.0, -1.0, 1.0);73;5.5815e-06
2;2;(1.0, 2.0, -1.0);139;5.581805e-06
2;2;(1.0, 2.0, 1.0);73;5.5815e-06
2;2;(2.0, 1.0, -1.0);139;6.2542e-06
2;2;(2.0, 1.0, 1.0);73;6.253975e-06
2;2;(0.0, -2.0, -1.0);136;1.4809865e-06
2;2;(0.0, -2.0, 1.0);73;1.4809867499999999e-06
2;2;(0.0, 2.0, -1.0);136;1.4809865e-06
2;2;(0.0, 2.0, 1.0);73;1.4809867499999999e-06
2;2;(-2.0, -2.0, -1.0);134;1.4809865e-06
2;2;(-2.0, -2.0, 1.0);71;1.4809867499999999e-06
2;2;(-2.0, 0.0, -1.0);134;1.4809865e-06
2;2;(-2.0, 0.0, 1.0);71;1.4809867499999999e-06
2;2;(2.0, 0.0, -1.0);134;1.4809865e-06
2;2;(2.0, 0.0, 1.0);71;1.4809867499999999e-06
2;2;(2.0, 2.0, -1.0);134;1.4809865e-06
2;2;(2.0, 2.0, 1.0);71;1.4809867499999999e-06
2;2;(-2.0, -5.0, 0.0);93;7.5132475e-05
2;2;(-2.0, 3.0, 0.0);93;7.5132475e-05
2;2;(2.0, -3.0, 0.0);93;7.480405e-05
2;2;(2.0, 5.0, 0.0);93;7.480405e-05
2;2;(-3.0, -5.0, 0.0);93;7.5132475e-05
2;2;(-3.0, 2.0, 0.0);93;7.5132475e-05
2;2;(3.0, -2.0, 0.0);93;7.480405e-05
2;2;(3.0, 5.0, 0.0);93;7.480405e-05
2;2;(-5.0, -3.0, 0.0);91;7.480405e-05
2;2;(-5.0, -2.0, 0.0);91;7.480405e-05
2;2;(5.0, 2.0, 0.0);91;7.5132475e-05
2;2;(5.0, 3.0, 0.0);91;7.5132475e-05
2;1;(0.0, -4.0, -1.5);44;-0.00012530525
2;1;(0.0, -4.0, -0.5);105;-0.0001253025
2;1;(0.0, 4.0, -1.5);44;-0.00012530525
2;1;(0.0, 4.0, -0.5);105;-0.0001253025
2;1;(-4.0, -4.0, -1.5);44;-0.00012530525
2;1;(-4.0, -4.0, -0.5);105;-0.0001253025
2;1;(-4.0, 0.0, -1.5);44;-0.00012530525
2;1;(-4.0, 0.0, -0.5);105;-0.0001253025
2;1;(4.0, 0.0, -1.5);44;-0.00012530525
2;1;(4.0, 0.0, -0.5);105;-0.0001253025
2;1;(4.0, 4.0, -1.5);44;-0.00012530525
2;1;(4.0, 4.0, -0.5);105;-0.0001253025
2;2;(-1.0, -5.0, 0.0);85;0.0004734035
2;2;(-1.0, 4.0, 0.0);85;0.0004734035
2;2;(1.0, -4.0, 0.0);85;0.00047290574999999996
2;2;(1.0, 5.0, 0.0);85;0.00047290574999999996
2;2;(-4.0, -5.0, 0.0);85;0.0004734035
2;2;(-4.0, 1.0, 0.0);85;0.0004734035
2;2;(4.0, -1.0, 0.0);85;0.00047290574999999996
2;2;(4.0, 5.0, 0.0);85;0.00047290574999999996
2;2;(-5.0, -4.0, 0.0);83;0.00047290574999999996
2;2;(-5.0, -1.0, 0.0);83;0.00047290574999999996
2;2;(5.0, 1.0, 0.0);83;0.0004734035
2;2;(5.0, 4.0, 0.0);83;0.0004734035
2;2;(-1.0, -3.0, -1.0);121;-5.820705e-06
2;2;(-1.0, -3.0, 1.0);65;-5.8205875e-06
2;2;(-1.0, 2.0, -1.0);121;-5.820705e-06
2;2;(-1.0, 2.0, 1.0);65;-5.8205875e-06
2;2;(1.0, -2.0, -1.0);121;-5.8162125e-06
2;2;(1.0, -2.0, 1.0);65;-5.816355e-06
2;2;(1.0, 3.0, -1.0);121;-5.8162125e-06
2;2;(1.0, 3.0, 1.0);65;-5.816355e-06
2;2;(-2.0, -3.0, -1.0);119;-5.820705e-06
2;2;(-2.0, -3.0, 1.0);63;-5.8205875e-06
2;2;(-2.0, 1.0, -1.0);119;-5.820705e-06
2;2;(-2.0, 1.0, 1.0);63;-5.8205875e-06
2;2;(2.0, -1.0, -1.0);119;-5.8162125e-06
2;2;(2.0, -1.0, 1.0);63;-5.816355e-06
2;2;(2.0, 3.0, -1.0);119;-5.8162125e-06
2;2;(2.0, 3.0, 1.0);63;-5.816355e-06
2;2;(-3.0, -2.0, -1.0);119;-5.8162125e-06
2;2;(-3.0, -2.0, 1.0);63;-5.816355e-06
2;2;(-3.0, -1.0, -1.0);119;-5.8162125e-06
2;2;(-3.0, -1.0, 1.0);63;-5.816355e-06
2;2;(3.0, 1.0, -1.0);119;-5.820705e-06
2;2;(3.0, 1.0, 1.0);63;-5.8205875e-06
2;2;(3.0, 2.0, -1.0);119;-5.820705e-06
2;2;(3.0, 2.0, 1.0);63;-5.8205875e-06
2;1;(-2.0, -5.0, -1.5);38;-0.0001072065
2;1;(-2.0, -5.0, -0.5);96;-0.00010719775
2;1;(-2.0, 3.0, -1.5);38;-0.0001072065
2;1;(-2.0, 3.0, -0.5);96;-0.00010719775
2;1;(2.0, -3.0, -1.5);38;-5.200905e-05
2;1;(2.0, -3.0, -0.5);96;-5.2005925000000005e-05
2;1;(2.0, 5.0, -1.5);38;-5.200905e-05
2;1;(2.0, 5.0, -0.5);96;-5.2005925000000005e-05
2;1;(-3.0, -5.0, -1.5);38;-0.0001072065
2;1;(-3.0, -5.0, -0.5);96;-0.00010719775
2;1;(-3.0, 2.0, -1.5);38;-0.0001072065
2;1;(-3.0, 2.0, -0.5);96;-0.00010719775
2;1;(3.0, -2.0, -1.5);38;-5.200905e-05
2;1;(3.0, -2.0, -0.5);96;-5.2005925000000005e-05
2;1;(3.0, 5.0, -1.5);38;-5.200905e-05
2;1;(3.0, 5.0, -0.5);96;-5.2005925000000005e-05
2;1;(-5.0, -3.0, -1.5);38;-5.200905e-05
2;1;(-5.0, -3.0, -0.5);94;-5.2005925000000005e-05
2;1;(-5.0, -2.0, -1.5);38;-5.200905e-05
2;1;(-5.0, -2.0, -0.5);94;-5.2005925000000005e-05
2;1;(5.0, 2.0, -1.5);38;-0.0001072065
2;1;(5.0, 2.0, -0.5);94;-0.00010719775
2;1;(5.0, 3.0, -1.5);38;-0.0001072065
2;1;(5.0, 3.0, -0.5);94;-0.00010719775
2;2;(-3.0, -3.0, -1.0);109;-2.1288475e-06
2;2;(-3.0, -3.0, 1.0);57;-2.128715e-06
2;2;(-3.0, 0.0, -1.0);109;-2.1288475e-06
2;2;(-3.0, 0.0, 1.0);57;-2.128715e-06
2;2;(0.0, -3.0, -1.0);111;-2.1288475e-06
2;2;(0.0, -3.0, 1.0);59;-2.128715e-06
2;2;(0.0, 3.0, -1.0);111;-2.1288475e-06
2;2;(0.0, 3.0, 1.0);59;-2.128715e-06
2;2;(3.0, 0.0, -1.0);109;-2.1288475e-06
2;2;(3.0, 0.0, 1.0);57;-2.128715e-06
2;2;(3.0, 3.0, -1.0);109;-2.1288475e-06
2;2;(3.0, 3.0, 1.0);57;-2.128715e-06
2;1;(-1.0, -5.0, -1.5);36;-0.00018035875000000002
2;1;(-1.0, -5.0, -0.5);91;-0.00018034775
2;1;(-1.0, 4.0, -1.5);36;-0.00018035875000000002
2;1;(-1.0, 4.0, -0.5);91;-0.00018034775
2;1;(1.0, -4.0, -1.5);36;-0.00017848
2;1;(1.0, -4.0, -0.5);91;-0.0001784775
2;1;(1.0, 5.0, -1.5);36;-0.00017848
2;1;(1.0, 5.0, -0.5);91;-0.0001784775
2;1;(-4.0, -5.0, -1.5);36;-0.00018035875000000002
2;1;(-4.0, -5.0, -0.5);91;-0.00018034775
2;1;(-4.0, 1.0, -1.5);36;-0.00018035875000000002
2;1;(-4.0, 1.0, -0.5);91;-0.00018034775
2;1;(4.0, -1.0, -1.5);36;-0.00017848
2;1;(4.0, -1.0, -0.5);91;-0.0001784775
2;1;(4.0, 5.0, -1.5);36;-0.00017848
2;1;(4.0, 5.0, -0.5);91;-0.0001784775
2;1;(-5.0, -4.0, -1.5);36;-0.00017848
2;1;(-5.0, -4.0, -0.5);89;-0.0001784775
2;1;(-5.0, -1.0, -1.5);36;-0.00017848
2;1;(-5.0, -1.0, -0.5);89;-0.0001784775
2;1;(5.0, 1.0, -1.5);36;-0.00018035875000000002
2;1;(5.0, 1.0, -0.5);89;-0.00018034775
2;1;(5.0, 4.0, -1.5);36;-0.00018035875000000002
2;1;(5.0, 4.0, -0.5);89;-0.00018034775
2;2;(0.0, -5.0, 0.0);73;-0.00021833699999999998
2;2;(0.0, 5.0, 0.0);73;-0.00021833699999999998
