j-coordinate,Xzz
"(1.0, 0.0, -3.0)",-3.857187535179489e-06
"(1.0, 0.0, -2.0)",-0.00013109413120460502
"(1.0, 0.0, -1.0)",-0.0012837478618905086
"(1.0, 0.0, 0.0)",0.0004797343136039689
"(1.0, 0.0, 1.0)",-0.00037777016494603896
"(1.0, 0.0, 2.0)",0.00023450699613585164
"(1.0, 0.0, 3.0)",3.513412752476036e-05
"(1.0, 0.0, 4.0)",0.00017037045247184285
"(1.0, 0.0, 5.0)",5.779797933751766e-06
"(1.0, 1.0, -5.0)",-1.8531081961043343e-06
"(1.0, 1.0, -4.0)",5.352046442486469e-06
"(1.0, 1.0, -3.0)",-3.9052864118267055e-06
"(1.0, 1.0, -2.0)",-0.00013231135406759585
"(1.0, 1.0, -1.0)",0.00048822461510415933
"(1.0, 1.0, 0.0)",-0.0003784246402619454
"(1.0, 1.0, 1.0)",0.000494184491774905
"(1.0, 1.0, 2.0)",0.0007075450297345164
"(1.0, 1.0, 3.0)",1.4960829618663934e-05
"(1.0, 1.0, 4.0)",-2.8447252746554557e-06
"(1.0, 1.0, 5.0)",5.772158575320531e-06
"(1.0, 2.0, -4.0)",2.9084420568367765e-05
"(1.0, 2.0, -3.0)",-0.00014397262919102407
"(1.0, 2.0, -2.0)",-4.3723847667553386e-05
"(1.0, 2.0, -1.0)",0.0007040811380235365
"(1.0, 2.0, 0.0)",0.00023535746917324166
"(1.0, 2.0, 1.0)",0.000708831453679787
"(1.0, 2.0, 2.0)",-4.512167303613833e-05
"(1.0, 2.0, 3.0)",7.595890033420544e-05
"(1.0, 2.0, 4.0)",2.783212712978584e-05
"(1.0, 2.0, 5.0)",3.0889506252174644e-05
"(1.0, 3.0, -3.0)",6.986699469552183e-05
"(1.0, 3.0, -2.0)",7.212568925982487e-05
"(1.0, 3.0, -1.0)",1.4969451927524796e-05
"(1.0, 3.0, 0.0)",3.518261706393947e-05
"(1.0, 3.0, 1.0)",1.4982513353453191e-05
"(1.0, 3.0, 2.0)",7.595890033420544e-05
"(1.0, 3.0, 3.0)",7.793193845091196e-05
"(1.0, 3.0, 4.0)",-1.1440370622715703e-05
"(1.0, 4.0, -3.0)",0.00010551270899173838
"(1.0, 4.0, -2.0)",2.718881082023786e-05
"(1.0, 4.0, -1.0)",-2.5786565131899705e-06
"(1.0, 4.0, 0.0)",0.0001706572412277453
