j-coordinate,Xzz
"(3.0, 2.0, 3.0)",0.00704705975903748
"(3.0, 3.0, 2.0)",0.00704705975903748
"(0.0, -3.0, -1.0)",0.0010315140780083486
"(0.0, -1.0, -3.0)",0.0010315140780083488
"(0.0, 1.0, 3.0)",0.0010315140780083488
"(0.0, 3.0, 1.0)",0.001031514078008349
"(-1.0, -3.0, 0.0)",0.002761401092750585
"(-1.0, 0.0, -3.0)",0.002761401092750585
"(1.0, 0.0, 3.0)",0.002761401092750587
"(1.0, 3.0, 0.0)",0.002761401092750586
"(-2.0, 1.0, 1.0)",0.00028070080840089683
"(2.0, -1.0, -1.0)",0.0002807008084008971
"(-3.0, -1.0, 0.0)",0.0017857473038953426
"(-3.0, 0.0, -1.0)",0.0017857473038953432
"(3.0, 0.0, 1.0)",0.0017857473038953458
"(3.0, 1.0, 0.0)",0.0017857473038953458
"(-1.0, -1.0, 2.0)",0.0023604302012861468
"(1.0, 1.0, -2.0)",0.0023604302012861476
"(-1.0, 2.0, -1.0)",0.002360430201286147
"(1.0, -2.0, 1.0)",0.0023604302012861468
"(-1.0, -3.0, -3.0)",-0.00047349265415869114
"(1.0, 3.0, 3.0)",-0.00047349265415869114
"(-3.0, -3.0, -3.0)",-0.003848785368845424
"(3.0, 3.0, 3.0)",-0.003848785368845423
"(0.0, -3.0, -2.0)",-0.00025478935249698386
"(0.0, 3.0, 2.0)",-0.0002547893524969837
"(0.0, -2.0, -3.0)",-0.00025478935249698386
"(0.0, 2.0, 3.0)",-0.00025478935249698364
"(-1.0, 2.0, 2.0)",0.001284997372317192
"(1.0, -2.0, -2.0)",0.0012849973723171918
"(-3.0, -3.0, -1.0)",-0.0009286333792615151
"(-3.0, -1.0, -3.0)",-0.0009286333792615154
"(3.0, 1.0, 3.0)",-0.000928633379261515
"(3.0, 3.0, 1.0)",-0.000928633379261515
"(0.0, -3.0, 0.0)",-0.0006941480711407852
"(0.0, 0.0, -3.0)",-0.0006941480711407852
"(0.0, 0.0, 3.0)",-0.0006941480711407855
"(0.0, 3.0, 0.0)",-0.0006941480711407855
"(-2.0, 0.0, -3.0)",-0.0015747428916777777
"(2.0, 0.0, 3.0)",-0.001574742891677777
"(-2.0, -3.0, 0.0)",-0.0015747428916777777
"(2.0, 3.0, 0.0)",-0.0015747428916777764
"(-3.0, 0.0, -2.0)",0.0004391805337392161
"(3.0, 0.0, 2.0)",0.0004391805337392159
"(-3.0, -2.0, 0.0)",0.0004391805337392161
"(3.0, 2.0, 0.0)",0.00043918053373921597
"(-3.0, 0.0, 0.0)",0.0017543332106313397
"(3.0, 0.0, 0.0)",0.0017543332106313438
"(-2.0, 1.0, -2.0)",-0.00014563089595201462
"(2.0, -1.0, 2.0)",-0.00014563089595201473
"(-2.0, -2.0, 1.0)",-0.0001456308959520145
"(2.0, 2.0, -1.0)",-0.00014563089595201486
"(-2.0, -4.0, -2.0)",-0.00041848540962798584
"(-2.0, -2.0, -4.0)",-0.0004184854096279859
"(2.0, 2.0, 4.0)",-0.0004184854096279858
"(2.0, 4.0, 2.0)",-0.00041848540962798584
"(-4.0, -2.0, -2.0)",-0.0004872529567736177
"(4.0, 2.0, 2.0)",-0.0004872529567736177
"(-2.0, 0.0, 2.0)",-0.0019537786538632615
"(-2.0, 2.0, 0.0)",-0.0019537786538632628
"(2.0, -2.0, 0.0)",-0.001953778653863264
"(2.0, 0.0, -2.0)",-0.0019537786538632645
"(0.0, -2.0, 2.0)",-0.0014471297531167921
"(0.0, 2.0, -2.0)",-0.0014471297531167928
"(-2.0, -3.0, -4.0)",0.00021628404550483275
"(2.0, 3.0, 4.0)",0.00021628404550483294
"(-2.0, -4.0, -3.0)",0.00021628404550483283
"(2.0, 4.0, 3.0)",0.00021628404550483288
"(-1.0, -2.0, -4.0)",0.00035594958135453324
"(1.0, 2.0, 4.0)",0.00035594958135453324
"(-1.0, -4.0, -2.0)",0.00035594958135453324
"(1.0, 4.0, 2.0)",0.00035594958135453324
"(-3.0, -4.0, -2.0)",-0.000347655374856913
"(-3.0, -2.0, -4.0)",-0.000347655374856913
"(3.0, 2.0, 4.0)",-0.0003476553748569129
"(3.0, 4.0, 2.0)",-0.0003476553748569129
"(-4.0, -3.0, -2.0)",-0.00018304669654878577
"(-4.0, -2.0, -3.0)",-0.00018304669654878577
"(4.0, 2.0, 3.0)",-0.00018304669654878577
"(4.0, 3.0, 2.0)",-0.00018304669654878574
"(-2.0, -1.0, -4.0)",-6.002875677212364e-05
"(2.0, 1.0, 4.0)",-6.002875677212364e-05
"(-2.0, -4.0, -1.0)",-6.002875677212364e-05
"(2.0, 4.0, 1.0)",-6.002875677212361e-05
"(-1.0, 1.0, 3.0)",-5.855584762776553e-05
"(-1.0, 3.0, 1.0)",-5.855584762776556e-05
"(1.0, -3.0, -1.0)",-5.8555847627765555e-05
"(1.0, -1.0, -3.0)",-5.8555847627765555e-05
"(-2.0, 1.0, 2.0)",0.00015844609877165995
"(-2.0, 2.0, 1.0)",0.00015844609877165993
"(2.0, -2.0, -1.0)",0.00015844609877166014
"(2.0, -1.0, -2.0)",0.00015844609877166014
"(-4.0, -2.0, -1.0)",0.00021946140066959714
"(-4.0, -1.0, -2.0)",0.00021946140066959714
"(4.0, 1.0, 2.0)",0.00021946140066959714
"(4.0, 2.0, 1.0)",0.00021946140066959711
"(-3.0, -1.0, 1.0)",1.6937583418452645e-05
