i   j      dx   dy   dz        Jij               χ⁰↑               χ⁰↓            Xzz
1   1    -1.0 -1.0 -1.0   0.000000      3.701760E-02      3.701760E-02   4.187314E-02
1   1     1.0  1.0  1.0   0.000000      3.701760E-02      3.701760E-02   4.187314E-02
1   1     0.0 -1.0  0.0   0.000000      1.786030E-02      1.786030E-02   2.214869E-02
1   1     0.0  0.0 -1.0   0.000000      1.786030E-02      1.786030E-02   2.214869E-02
1   1     0.0  0.0  1.0   0.000000      1.786030E-02      1.786030E-02   2.214869E-02
1   1     0.0  1.0  0.0   0.000000      1.786030E-02      1.786030E-02   2.214869E-02
1   1    -1.0  0.0  0.0   0.000000     -1.117030E-01     -1.117030E-01  -3.743554E-01
1   1     1.0  0.0  0.0   0.000000     -1.117030E-01     -1.117030E-01  -3.743554E-01
1   1     0.0 -1.0 -1.0   0.000000      3.613130E-02      3.613130E-02   4.043112E-02
1   1     0.0  1.0  1.0   0.000000      3.613130E-02      3.613130E-02   4.043112E-02
1   1    -1.0 -1.0  0.0   0.000000      4.946780E-02      4.946780E-02   5.308246E-02
1   1    -1.0  0.0 -1.0   0.000000      4.946780E-02      4.946780E-02   5.308246E-02
1   1     1.0  0.0  1.0   0.000000      4.946780E-02      4.946780E-02   5.308246E-02
1   1     1.0  1.0  0.0   0.000000      4.946780E-02      4.946780E-02   5.308246E-02
1   1    -1.0 -2.0 -1.0   0.000000      1.886230E-03      1.886230E-03   2.581588E-03
1   1    -1.0 -1.0 -2.0   0.000000      1.886230E-03      1.886230E-03   2.581588E-03
1   1     1.0  1.0  2.0   0.000000      1.886230E-03      1.886230E-03   2.581588E-03
1   1     1.0  2.0  1.0   0.000000      1.886230E-03      1.886230E-03   2.581588E-03
1   1    -2.0 -1.0 -1.0   0.000000     -2.101870E-03     -2.101870E-03  -2.916260E-03
1   1     2.0  1.0  1.0   0.000000     -2.101870E-03     -2.101870E-03  -2.916260E-03
1   1    -1.0  0.0  1.0   0.000000     -2.894450E-04     -2.894450E-04  -4.019590E-04
1   1    -1.0  1.0  0.0   0.000000     -2.894450E-04     -2.894450E-04  -4.019590E-04
1   1     1.0 -1.0  0.0   0.000000     -2.894450E-04     -2.894450E-04  -4.019590E-04
1   1     1.0  0.0 -1.0   0.000000     -2.894450E-04     -2.894450E-04  -4.019590E-04
1   1     0.0 -1.0  1.0   0.000000     -4.514040E-03     -4.514040E-03  -6.462622E-03
1   1     0.0  1.0 -1.0   0.000000     -4.514040E-03     -4.514040E-03  -6.462622E-03
1   1    -1.0 -2.0 -2.0   0.000000      6.531660E-03      6.531660E-03   8.632906E-03
1   1     1.0  2.0  2.0   0.000000      6.531660E-03      6.531660E-03   8.632906E-03
1   1     0.0 -2.0 -1.0   0.000000      1.553220E-03      1.553220E-03   2.167977E-03
1   1     0.0 -1.0 -2.0   0.000000      1.553220E-03      1.553220E-03   2.167977E-03
1   1     0.0  1.0  2.0   0.000000      1.553220E-03      1.553220E-03   2.167977E-03
1   1     0.0  2.0  1.0   0.000000      1.553220E-03      1.553220E-03   2.167977E-03
1   1    -2.0 -2.0 -1.0   0.000000     -1.360080E-02     -1.360080E-02  -2.043466E-02
1   1    -2.0 -1.0 -2.0   0.000000     -1.360080E-02     -1.360080E-02  -2.043466E-02
1   1     2.0  1.0  2.0   0.000000     -1.360080E-02     -1.360080E-02  -2.043466E-02
1   1     2.0  2.0  1.0   0.000000     -1.360080E-02     -1.360080E-02  -2.043466E-02
1   1    -1.0  1.0  1.0   0.000000     -2.584270E-03     -2.584270E-03  -3.717556E-03
1   1     1.0 -1.0 -1.0   0.000000     -2.584270E-03     -2.584270E-03  -3.717556E-03
1   1    -1.0 -2.0  0.0   0.000000     -8.792100E-04     -8.792100E-04  -1.253603E-03
1   1    -1.0  0.0 -2.0   0.000000     -8.792100E-04     -8.792100E-04  -1.253603E-03
1   1     1.0  0.0  2.0   0.000000     -8.792100E-04     -8.792100E-04  -1.253603E-03
1   1     1.0  2.0  0.0   0.000000     -8.792100E-04     -8.792100E-04  -1.253603E-03
1   1    -2.0 -1.0  0.0   0.000000     -2.342010E-03     -2.342010E-03  -3.327570E-03
1   1    -2.0  0.0 -1.0   0.000000     -2.342010E-03     -2.342010E-03  -3.327570E-03
1   1     2.0  0.0  1.0   0.000000     -2.342010E-03     -2.342010E-03  -3.327570E-03
1   1     2.0  1.0  0.0   0.000000     -2.342010E-03     -2.342010E-03  -3.327570E-03
1   1    -1.0 -1.0  1.0   0.000000     -2.003100E-03     -2.003100E-03  -2.946684E-03
1   1    -1.0  1.0 -1.0   0.000000     -2.003100E-03     -2.003100E-03  -2.946684E-03
1   1     1.0 -1.0  1.0   0.000000     -2.003100E-03     -2.003100E-03  -2.946684E-03
1   1     1.0  1.0 -1.0   0.000000     -2.003100E-03     -2.003100E-03  -2.946684E-03
1   1    -2.0 -2.0 -2.0   0.000000      3.331400E-02      3.331400E-02   3.970347E-02
1   1     2.0  2.0  2.0   0.000000      3.331400E-02      3.331400E-02   3.970347E-02
1   1     0.0 -2.0  0.0   0.000000      6.654350E-03      6.654350E-03   9.366236E-03
1   1     0.0  0.0 -2.0   0.000000      6.654350E-03      6.654350E-03   9.366236E-03
1   1     0.0  0.0  2.0   0.000000      6.654350E-03      6.654350E-03   9.366236E-03
1   1     0.0  2.0  0.0   0.000000      6.654350E-03      6.654350E-03   9.366236E-03
1   1    -2.0  0.0  0.0   0.000000      1.728440E-03      1.728440E-03   2.466503E-03
1   1     2.0  0.0  0.0   0.000000      1.728440E-03      1.728440E-03   2.466503E-03
1   1     0.0 -2.0 -2.0   0.000000      6.331490E-03      6.331490E-03   9.010955E-03
1   1     0.0  2.0  2.0   0.000000      6.331490E-03      6.331490E-03   9.010955E-03
1   1    -2.0 -2.0  0.0   0.000000      7.635200E-03      7.635200E-03   1.106305E-02
1   1    -2.0  0.0 -2.0   0.000000      7.635200E-03      7.635200E-03   1.106305E-02
1   1     2.0  0.0  2.0   0.000000      7.635200E-03      7.635200E-03   1.106305E-02
1   1     2.0  2.0  0.0   0.000000      7.635200E-03      7.635200E-03   1.106305E-02
1   1    -2.0 -3.0 -2.0   0.000000      6.534930E-04      6.534930E-04   8.791593E-04
1   1    -2.0 -2.0 -3.0   0.000000      6.534930E-04      6.534930E-04   8.791593E-04
1   1     2.0  2.0  3.0   0.000000      6.534930E-04      6.534930E-04   8.791593E-04
1   1     2.0  3.0  2.0   0.000000      6.534930E-04      6.534930E-04   8.791593E-04
1   1    -3.0 -2.0 -2.0   0.000000      1.252190E-03      1.252190E-03   1.573258E-03
1   1     3.0  2.0  2.0   0.000000      1.252190E-03      1.252190E-03   1.573258E-03
1   1    -1.0 -1.0 -3.0   0.000000      1.595170E-03      1.595170E-03   2.309306E-03
1   1     1.0  1.0  3.0   0.000000      1.595170E-03      1.595170E-03   2.309306E-03
1   1    -1.0 -3.0 -1.0   0.000000      1.595170E-03      1.595170E-03   2.309306E-03
1   1     1.0  3.0  1.0   0.000000      1.595170E-03      1.595170E-03   2.309306E-03
1   1    -3.0 -1.0 -1.0   0.000000      4.361810E-04      4.361810E-04   6.135755E-04
1   1     3.0  1.0  1.0   0.000000      4.361810E-04      4.361810E-04   6.135755E-04
1   1    -1.0  0.0  2.0   0.000000      5.237810E-03      5.237810E-03   6.983331E-03
1   1    -1.0  2.0  0.0   0.000000      5.237810E-03      5.237810E-03   6.983331E-03
1   1     1.0 -2.0  0.0   0.000000      5.237810E-03      5.237810E-03   6.983331E-03
1   1     1.0  0.0 -2.0   0.000000      5.237810E-03      5.237810E-03   6.983331E-03
1   1    -2.0  0.0  1.0   0.000000      5.201950E-04      5.201950E-04   7.312437E-04
1   1    -2.0  1.0  0.0   0.000000      5.201950E-04      5.201950E-04   7.312437E-04
1   1     2.0 -1.0  0.0   0.000000      5.201950E-04      5.201950E-04   7.312437E-04
1   1     2.0  0.0 -1.0   0.000000      5.201950E-04      5.201950E-04   7.312437E-04
1   1     0.0 -1.0  2.0   0.000000      6.737960E-04      6.737960E-04   9.608184E-04
1   1     0.0  1.0 -2.0   0.000000      6.737960E-04      6.737960E-04   9.608184E-04
1   1     0.0 -2.0  1.0   0.000000      6.737960E-04      6.737960E-04   9.608184E-04
1   1     0.0  2.0 -1.0   0.000000      6.737960E-04      6.737960E-04   9.608184E-04
1   1    -1.0 -3.0 -2.0   0.000000     -3.128590E-04     -3.128590E-04  -4.082827E-04
1   1    -1.0 -2.0 -3.0   0.000000     -3.128590E-04     -3.128590E-04  -4.082827E-04
