i;j;j-coordinate;N_k;Xzz
1;1;(-1.0, -1.0, -1.0);927;0.006295263802274924
1;1;(-1.0, 0.0, 0.0);927;0.006295263802274924
1;1;(0.0, -1.0, 0.0);927;0.006295263802274924
1;1;(0.0, 0.0, -1.0);927;0.006295263802274924
1;1;(0.0, 0.0, 1.0);927;0.006295263802274924
1;1;(0.0, 1.0, 0.0);927;0.006295263802274924
1;1;(1.0, 0.0, 0.0);927;0.006295263802274924
1;1;(1.0, 1.0, 1.0);927;0.006295263802274924
1;1;(-1.0, -1.0, 0.0);905;0.0433009954031122
1;1;(-1.0, 0.0, -1.0);905;0.0433009954031122
1;1;(0.0, -1.0, -1.0);905;0.0433009954031122
1;1;(0.0, 1.0, 1.0);905;0.0433009954031122
1;1;(1.0, 0.0, 1.0);905;0.0433009954031122
1;1;(1.0, 1.0, 0.0);905;0.0433009954031122
1;1;(-2.0, -1.0, -1.0);839;-0.0032938710322734733
1;1;(-1.0, -2.0, -1.0);839;-0.0032938710322734733
1;1;(1.0, 2.0, 1.0);839;-0.0032938710322734733
1;1;(2.0, 1.0, 1.0);839;-0.0032938710322734733
1;1;(-1.0, -1.0, -2.0);839;-0.0032938710322734733
1;1;(-1.0, 0.0, 1.0);839;-0.0032938710322734733
1;1;(-1.0, 1.0, 0.0);839;-0.0032938710322734733
1;1;(0.0, -1.0, 1.0);839;-0.0032938710322734733
1;1;(0.0, 1.0, -1.0);839;-0.0032938710322734733
1;1;(1.0, -1.0, 0.0);839;-0.0032938710322734733
1;1;(1.0, 0.0, -1.0);839;-0.0032938710322734733
1;1;(1.0, 1.0, 2.0);839;-0.0032938710322734733
1;1;(-2.0, -2.0, -1.0);801;0.0038130508401290693
1;1;(-2.0, -1.0, -2.0);801;0.0038130508401290693
1;1;(-2.0, -1.0, 0.0);801;0.0038130508401290693
1;1;(-2.0, 0.0, -1.0);801;0.0038130508401290693
1;1;(-1.0, -2.0, -2.0);801;0.0038130508401290693
1;1;(-1.0, -2.0, 0.0);801;0.0038130508401290693
1;1;(-1.0, -1.0, 1.0);801;0.0038130508401290693
1;1;(-1.0, 0.0, -2.0);801;0.0038130508401290693
1;1;(-1.0, 1.0, -1.0);801;0.0038130508401290693
1;1;(-1.0, 1.0, 1.0);801;0.0038130508401290693
1;1;(0.0, -2.0, -1.0);801;0.0038130508401290693
1;1;(0.0, -1.0, -2.0);801;0.0038130508401290693
1;1;(0.0, 1.0, 2.0);801;0.0038130508401290693
1;1;(0.0, 2.0, 1.0);801;0.0038130508401290693
1;1;(1.0, -1.0, -1.0);801;0.0038130508401290693
1;1;(1.0, -1.0, 1.0);801;0.0038130508401290693
1;1;(1.0, 0.0, 2.0);801;0.0038130508401290693
1;1;(1.0, 1.0, -1.0);801;0.0038130508401290693
1;1;(1.0, 2.0, 0.0);801;0.0038130508401290693
1;1;(1.0, 2.0, 2.0);801;0.0038130508401290693
1;1;(2.0, 0.0, 1.0);801;0.0038130508401290693
1;1;(2.0, 1.0, 0.0);801;0.0038130508401290693
1;1;(2.0, 1.0, 2.0);801;0.0038130508401290693
1;1;(2.0, 2.0, 1.0);801;0.0038130508401290693
1;1;(-2.0, -2.0, -2.0);788;0.001086234808459321
1;1;(-2.0, 0.0, 0.0);788;0.001086234808459321
1;1;(0.0, -2.0, 0.0);788;0.001086234808459321
1;1;(0.0, 0.0, -2.0);788;0.001086234808459321
1;1;(0.0, 0.0, 2.0);788;0.001086234808459321
1;1;(0.0, 2.0, 0.0);788;0.001086234808459321
1;1;(2.0, 0.0, 0.0);788;0.001086234808459321
1;1;(2.0, 2.0, 2.0);788;0.001086234808459321
1;1;(-2.0, -2.0, 0.0);756;0.011451298177709051
1;1;(-2.0, 0.0, -2.0);756;0.011451298177709051
1;1;(0.0, -2.0, -2.0);756;0.011451298177709051
1;1;(0.0, 2.0, 2.0);756;0.011451298177709051
1;1;(2.0, 0.0, 2.0);756;0.011451298177709051
1;1;(2.0, 2.0, 0.0);756;0.011451298177709051
1;1;(-3.0, -2.0, -2.0);725;-0.0014740926282255892
1;1;(-3.0, -1.0, -1.0);725;-0.0014740926282255892
1;1;(-2.0, -2.0, -3.0);725;-0.0014740926282255892
1;1;(-2.0, 0.0, 1.0);725;-0.0014740926282255892
1;1;(-2.0, 1.0, 0.0);725;-0.0014740926282255892
1;1;(-1.0, -3.0, -1.0);725;-0.0014740926282255892
1;1;(-1.0, -1.0, -3.0);725;-0.0014740926282255892
1;1;(-1.0, 0.0, 2.0);725;-0.0014740926282255892
1;1;(-1.0, 2.0, 0.0);725;-0.0014740926282255892
1;1;(0.0, -2.0, 1.0);725;-0.0014740926282255892
1;1;(0.0, -1.0, 2.0);725;-0.0014740926282255892
1;1;(0.0, 1.0, -2.0);725;-0.0014740926282255892
1;1;(0.0, 2.0, -1.0);725;-0.0014740926282255892
1;1;(1.0, -2.0, 0.0);725;-0.0014740926282255892
1;1;(1.0, 0.0, -2.0);725;-0.0014740926282255892
1;1;(1.0, 1.0, 3.0);725;-0.0014740926282255892
1;1;(1.0, 3.0, 1.0);725;-0.0014740926282255892
1;1;(2.0, -1.0, 0.0);725;-0.0014740926282255892
1;1;(2.0, 0.0, -1.0);725;-0.0014740926282255892
1;1;(2.0, 2.0, 3.0);725;-0.0014740926282255892
1;1;(3.0, 1.0, 1.0);725;-0.0014740926282255892
1;1;(3.0, 2.0, 2.0);725;-0.0014740926282255892
1;1;(-2.0, -3.0, -2.0);725;-0.0014740926282255892
1;1;(2.0, 3.0, 2.0);725;-0.0014740926282255892
1;1;(-3.0, -2.0, -1.0);717;0.0006696031511489825
1;1;(-3.0, -1.0, -2.0);717;0.0006696031511489825
1;1;(-2.0, -3.0, -1.0);717;0.0006696031511489825
1;1;(-2.0, -1.0, -3.0);717;0.0006696031511489825
1;1;(-2.0, -1.0, 1.0);717;0.0006696031511489825
1;1;(-2.0, 1.0, -1.0);717;0.0006696031511489825
1;1;(-1.0, -3.0, -2.0);717;0.0006696031511489825
1;1;(-1.0, -2.0, -3.0);717;0.0006696031511489825
1;1;(-1.0, -2.0, 1.0);717;0.0006696031511489825
1;1;(-1.0, 1.0, -2.0);717;0.0006696031511489825
1;1;(-1.0, 1.0, 2.0);717;0.0006696031511489825
1;1;(-1.0, 2.0, 1.0);717;0.0006696031511489825
1;1;(1.0, -2.0, -1.0);717;0.0006696031511489825
1;1;(1.0, -1.0, -2.0);717;0.0006696031511489825
1;1;(1.0, -1.0, 2.0);717;0.0006696031511489825
1;1;(1.0, 2.0, -1.0);717;0.0006696031511489825
1;1;(1.0, 2.0, 3.0);717;0.0006696031511489825
1;1;(1.0, 3.0, 2.0);717;0.0006696031511489825
1;1;(2.0, -1.0, 1.0);717;0.0006696031511489825
1;1;(2.0, 1.0, -1.0);717;0.0006696031511489825
1;1;(2.0, 1.0, 3.0);717;0.0006696031511489825
1;1;(2.0, 3.0, 1.0);717;0.0006696031511489825
1;1;(3.0, 1.0, 2.0);717;0.0006696031511489825
1;1;(3.0, 2.0, 1.0);717;0.0006696031511489825
1;1;(-3.0, -3.0, -2.0);683;0.0009701360713831006
1;1;(-3.0, -1.0, 0.0);683;0.0009701360713831006
1;1;(-3.0, 0.0, -1.0);683;0.0009701360713831006
1;1;(-2.0, 1.0, 1.0);683;0.0009701360713831006
1;1;(-1.0, 2.0, -1.0);683;0.0009701360713831006
1;1;(0.0, -3.0, -1.0);683;0.0009701360713831006
1;1;(0.0, 3.0, 1.0);683;0.0009701360713831006
1;1;(1.0, -2.0, 1.0);683;0.0009701360713831006
1;1;(2.0, -1.0, -1.0);683;0.0009701360713831006
1;1;(3.0, 0.0, 1.0);683;0.0009701360713831006
1;1;(3.0, 1.0, 0.0);683;0.0009701360713831006
1;1;(3.0, 3.0, 2.0);683;0.0009701360713831006
1;1;(-3.0, -2.0, -3.0);683;0.0009701360713831006
1;1;(-1.0, -3.0, 0.0);683;0.0009701360713831006
1;1;(-1.0, -1.0, 2.0);683;0.0009701360713831006
1;1;(-1.0, 0.0, -3.0);683;0.0009701360713831006
1;1;(0.0, -1.0, -3.0);683;0.0009701360713831006
1;1;(0.0, 1.0, 3.0);683;0.0009701360713831006
1;1;(1.0, 0.0, 3.0);683;0.0009701360713831006
1;1;(1.0, 1.0, -2.0);683;0.0009701360713831006
1;1;(1.0, 3.0, 0.0);683;0.0009701360713831006
1;1;(3.0, 2.0, 3.0);683;0.0009701360713831006
1;1;(-2.0, -3.0, -3.0);683;0.0009701360713831006
1;1;(2.0, 3.0, 3.0);683;0.0009701360713831006
1;1;(-3.0, -3.0, -1.0);663;-0.0005706362062855116
1;1;(3.0, 3.0, 1.0);663;-0.0005706362062855116
1;1;(-3.0, -3.0, -3.0);661;-0.0031783601726834533
1;1;(-3.0, -2.0, 0.0);663;-0.0005706362062855116
1;1;(-3.0, -1.0, -3.0);663;-0.0005706362062855116
1;1;(-3.0, 0.0, -2.0);663;-0.0005706362062855116
1;1;(-3.0, 0.0, 0.0);661;-0.0031783601726834533
1;1;(-2.0, 1.0, -2.0);663;-0.0005706362062855116
1;1;(-1.0, 2.0, 2.0);663;-0.0005706362062855116
1;1;(0.0, -3.0, -2.0);663;-0.0005706362062855116
1;1;(0.0, -3.0, 0.0);661;-0.0031783601726834494
1;1;(0.0, 0.0, -3.0);661;-0.0031783601726834494
1;1;(0.0, 0.0, 3.0);661;-0.0031783601726834494
1;1;(0.0, 3.0, 0.0);661;-0.0031783601726834494
1;1;(0.0, 3.0, 2.0);663;-0.0005706362062855116
1;1;(1.0, -2.0, -2.0);663;-0.0005706362062855116
1;1;(2.0, -1.0, 2.0);663;-0.0005706362062855116
1;1;(3.0, 0.0, 0.0);661;-0.0031783601726834494
1;1;(3.0, 0.0, 2.0);663;-0.0005706362062855116
