i   j        dx     dy     dz         Jij            χ⁰↑            χ⁰↓            Xzz
3   4    -2.000  4.000  0.500    0.000000  -2.455910E-03  -2.455910E-03  -6.697778E-04
3   4     1.000 -3.000  0.500    0.000000  -2.455910E-03  -2.455910E-03   6.998162E-05
3   4     1.000  4.000  0.500    0.000000  -2.455910E-03  -2.455910E-03  -6.435484E-04
3   4     3.000 -1.000  0.500    0.000000  -2.455920E-03  -2.455920E-03   4.003906E-05
3   4     3.000  2.000  0.500    0.000000  -2.455920E-03  -2.455920E-03  -1.964618E-05
3   3    -2.000  0.000 -1.000    0.000000  -9.021970E-06  -9.021970E-06   2.423527E-04
3   3    -2.000  0.000  1.000    0.000000  -9.021970E-06  -9.021970E-06  -1.640520E-04
3   3     0.000 -2.000 -1.000    0.000000   2.919230E-04   2.919230E-04  -1.041172E-05
3   3     0.000 -2.000  1.000    0.000000   2.919230E-04   2.919230E-04   3.617456E-06
3   3     2.000  0.000 -1.000    0.000000  -9.021970E-06  -9.021970E-06   2.511102E-04
3   3     2.000  0.000  1.000    0.000000  -9.021970E-06  -9.021970E-06  -1.352266E-04
3   3     0.000  2.000 -1.000    0.000000   2.919230E-04   2.919230E-04  -1.029007E-05
3   3     0.000  2.000  1.000    0.000000   2.919230E-04   2.919230E-04   4.267136E-06
3   6    -3.500  0.500  1.500    0.000000   7.659740E-04   7.659740E-04  -5.507681E-05
3   6    -3.500  1.500  1.500    0.000000   7.659740E-04   7.659740E-04   2.628860E-05
3   6    -2.500 -1.500  1.500    0.000000  -7.926550E-04  -7.926550E-04  -3.960665E-04
3   6    -2.500  3.500  1.500    0.000000  -7.926550E-04  -7.926550E-04  -2.308388E-04
3   6    -0.500 -2.500  1.500    0.000000   7.659740E-04   7.659740E-04  -7.584634E-04
3   6    -0.500  4.500  1.500    0.000000   7.659740E-04   7.659740E-04   1.834811E-04
3   6     0.500 -2.500  1.500    0.000000   7.659740E-04   7.659740E-04   2.035349E-04
3   6     0.500  4.500  1.500    0.000000   7.659740E-04   7.659740E-04   3.305328E-04
