i;j;j-coordinate;N_k;Xzz
1;1;(-1.0, -1.0, 3.0);313;-7.71135e-05
1;1;(1.0, 1.0, -3.0);313;-7.71135e-05
1;1;(-1.0, 3.0, -1.0);313;-7.71135e-05
1;1;(1.0, -3.0, 1.0);313;-7.71135e-05
1;1;(-2.0, -4.0, -4.0);322;-0.0004858915
1;1;(2.0, 4.0, 4.0);322;-0.0004858915
1;1;(0.0, -4.0, -2.0);314;-0.000583385
1;1;(0.0, -2.0, -4.0);314;-0.000583385
1;1;(0.0, 2.0, 4.0);314;-0.000583385
1;1;(0.0, 4.0, 2.0);314;-0.000583385
1;1;(-4.0, -4.0, -2.0);314;-8.36505e-05
1;1;(-4.0, -2.0, -4.0);314;-8.36505e-05
1;1;(4.0, 2.0, 4.0);314;-8.36505e-05
1;1;(4.0, 4.0, 2.0);314;-8.36505e-05
1;1;(-2.0, 2.0, 2.0);314;-0.00079892
1;1;(2.0, -2.0, -2.0);314;-0.00079892
1;1;(-2.0, -4.0, 0.0);308;-0.000570205
1;1;(-2.0, 0.0, -4.0);308;-0.000570205
1;1;(2.0, 0.0, 4.0);308;-0.000570205
1;1;(2.0, 4.0, 0.0);308;-0.000570205
1;1;(-4.0, -2.0, 0.0);312;-0.0004782115
1;1;(-4.0, 0.0, -2.0);312;-0.0004782115
1;1;(4.0, 0.0, 2.0);312;-0.0004782115
1;1;(4.0, 2.0, 0.0);312;-0.0004782115
1;1;(-2.0, -2.0, 2.0);310;-0.0004007035
1;1;(-2.0, 2.0, -2.0);310;-0.0004007035
1;1;(2.0, -2.0, 2.0);310;-0.0004007035
1;1;(2.0, 2.0, -2.0);310;-0.0004007035
1;1;(-4.0, -4.0, -4.0);306;0.0004111085
1;1;(4.0, 4.0, 4.0);306;0.0004111085
1;1;(0.0, -4.0, 0.0);294;1.0214e-05
1;1;(0.0, 0.0, -4.0);294;1.0214e-05
1;1;(0.0, 0.0, 4.0);294;1.0214e-05
1;1;(0.0, 4.0, 0.0);294;1.0214e-05
1;1;(-4.0, 0.0, 0.0);298;-0.0002777315
1;1;(4.0, 0.0, 0.0);298;-0.0002777315
1;1;(-1.0, -4.0, -4.0);287;-3.514195e-05
1;1;(1.0, 4.0, 4.0);287;-3.514195e-05
1;1;(-3.0, -3.0, -5.0);293;1.312925e-05
1;1;(3.0, 3.0, 5.0);293;1.312925e-05
1;1;(-3.0, -5.0, -3.0);293;1.312925e-05
1;1;(3.0, 5.0, 3.0);293;1.312925e-05
1;1;(0.0, -3.0, -4.0);287;2.643265e-06
1;1;(0.0, 3.0, 4.0);287;2.643265e-06
1;1;(0.0, -4.0, -3.0);287;2.643265e-06
1;1;(0.0, 4.0, 3.0);287;2.643265e-06
1;1;(-2.0, -5.0, -2.0);283;-2.84524e-06
1;1;(-2.0, -2.0, -5.0);283;-2.84524e-06
1;1;(2.0, 2.0, 5.0);283;-2.84524e-06
1;1;(2.0, 5.0, 2.0);283;-2.84524e-06
1;1;(-1.0, 3.0, 3.0);287;4.179285e-05
1;1;(1.0, -3.0, -3.0);287;4.179285e-05
1;1;(-5.0, -3.0, -3.0);291;3.162715e-05
