i;j;dx;dy;dz;χ⁰↑;χ⁰↓
1;1;4.0;8.0;2.0;2.9412e-05;-1.55774e-06
1;1;2.0;4.0;8.0;2.9412e-05;-1.55774e-06
1;1;-4.0;-2.0;-8.0;2.9412e-05;-1.55774e-06
1;1;4.0;2.0;8.0;2.9412e-05;-1.55774e-06
1;1;-4.0;-6.0;-6.0;-0.000130426;0.000252657
1;1;4.0;-6.0;-6.0;-0.000130426;0.000252657
1;1;-6.0;-6.0;4.0;-0.000130426;0.000252657
1;1;6.0;4.0;-6.0;-0.000130426;0.000252657
1;1;6.0;-6.0;4.0;-0.000130426;0.000252657
1;1;4.0;6.0;-6.0;-0.000130426;0.000252657
1;1;-4.0;-6.0;6.0;-0.000130426;0.000252657
1;1;-6.0;6.0;-4.0;-0.000130426;0.000252657
1;1;-6.0;-4.0;6.0;-0.000130426;0.000252657
1;1;6.0;6.0;-4.0;-0.000130426;0.000252657
1;1;-4.0;6.0;6.0;-0.000130426;0.000252657
1;1;4.0;6.0;6.0;-0.000130426;0.000252657
1;1;-6.0;-4.0;-6.0;-0.000130426;0.000252657
1;1;-6.0;-6.0;-4.0;-0.000130426;0.000252657
1;1;6.0;-4.0;-6.0;-0.000130426;0.000252657
1;1;6.0;-6.0;-4.0;-0.000130426;0.000252657
1;1;-6.0;4.0;-6.0;-0.000130426;0.000252657
1;1;-4.0;6.0;-6.0;-0.000130426;0.000252657
1;1;4.0;-6.0;6.0;-0.000130426;0.000252657
1;1;6.0;-4.0;6.0;-0.000130426;0.000252657
1;1;-6.0;6.0;4.0;-0.000130426;0.000252657
1;1;-6.0;4.0;6.0;-0.000130426;0.000252657
1;1;6.0;6.0;4.0;-0.000130426;0.000252657
1;1;6.0;4.0;6.0;-0.000130426;0.000252657
1;1;1.0;-3.0;-9.0;9.02959e-05;-1.25238e-05
1;1;-1.0;-9.0;-3.0;9.02959e-05;-1.25238e-05
1;1;1.0;-9.0;-3.0;9.02959e-05;-1.25238e-05
1;1;3.0;-9.0;1.0;9.02959e-05;-1.25238e-05
1;1;9.0;-3.0;-1.0;9.02959e-05;-1.25238e-05
1;1;9.0;-3.0;1.0;9.02959e-05;-1.25238e-05
1;1;-9.0;3.0;-1.0;9.02959e-05;-1.25238e-05
1;1;-9.0;3.0;1.0;9.02959e-05;-1.25238e-05
1;1;-3.0;9.0;-1.0;9.02959e-05;-1.25238e-05
1;1;-1.0;9.0;3.0;9.02959e-05;-1.25238e-05
1;1;1.0;9.0;3.0;9.02959e-05;-1.25238e-05
1;1;-1.0;3.0;9.0;9.02959e-05;-1.25238e-05
1;1;-1.0;-3.0;-9.0;9.02959e-05;-1.25238e-05
1;1;-3.0;-1.0;-9.0;9.02959e-05;-1.25238e-05
1;1;3.0;-1.0;-9.0;9.02959e-05;-1.25238e-05
1;1;-3.0;-9.0;-1.0;9.02959e-05;-1.25238e-05
1;1;3.0;-9.0;-1.0;9.02959e-05;-1.25238e-05
1;1;-3.0;1.0;-9.0;9.02959e-05;-1.25238e-05
1;1;3.0;1.0;-9.0;9.02959e-05;-1.25238e-05
1;1;-3.0;-9.0;1.0;9.02959e-05;-1.25238e-05
1;1;-1.0;3.0;-9.0;9.02959e-05;-1.25238e-05
1;1;1.0;3.0;-9.0;9.02959e-05;-1.25238e-05
1;1;-1.0;-9.0;3.0;9.02959e-05;-1.25238e-05
1;1;1.0;-9.0;3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;-1.0;-3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;-3.0;-1.0;9.02959e-05;-1.25238e-05
1;1;9.0;-1.0;-3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;1.0;-3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;-3.0;1.0;9.02959e-05;-1.25238e-05
1;1;9.0;1.0;-3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;-1.0;3.0;9.02959e-05;-1.25238e-05
1;1;9.0;3.0;-1.0;9.02959e-05;-1.25238e-05
1;1;9.0;-1.0;3.0;9.02959e-05;-1.25238e-05
1;1;-9.0;1.0;3.0;9.02959e-05;-1.25238e-05
1;1;9.0;3.0;1.0;9.02959e-05;-1.25238e-05
1;1;9.0;1.0;3.0;9.02959e-05;-1.25238e-05
1;1;-1.0;9.0;-3.0;9.02959e-05;-1.25238e-05
1;1;1.0;9.0;-3.0;9.02959e-05;-1.25238e-05
1;1;-1.0;-3.0;9.0;9.02959e-05;-1.25238e-05
1;1;1.0;-3.0;9.0;9.02959e-05;-1.25238e-05
1;1;3.0;9.0;-1.0;9.02959e-05;-1.25238e-05
1;1;-3.0;-1.0;9.0;9.02959e-05;-1.25238e-05
1;1;3.0;-1.0;9.0;9.02959e-05;-1.25238e-05
1;1;-3.0;9.0;1.0;9.02959e-05;-1.25238e-05
1;1;3.0;9.0;1.0;9.02959e-05;-1.25238e-05
1;1;-3.0;1.0;9.0;9.02959e-05;-1.25238e-05
1;1;3.0;1.0;9.0;9.02959e-05;-1.25238e-05
1;1;1.0;3.0;9.0;9.02959e-05;-1.25238e-05
1;1;-4.0;-4.0;-8.0;0.000423842;-2.59463e-05
1;1;4.0;-4.0;-8.0;0.000423842;-2.59463e-05
1;1;4.0;-8.0;-4.0;0.000423842;-2.59463e-05
1;1;8.0;-4.0;-4.0;0.000423842;-2.59463e-05
1;1;4.0;-8.0;4.0;0.000423842;-2.59463e-05
1;1;-8.0;4.0;-4.0;0.000423842;-2.59463e-05
1;1;8.0;-4.0;4.0;0.000423842;-2.59463e-05
1;1;-4.0;8.0;-4.0;0.000423842;-2.59463e-05
1;1;-8.0;4.0;4.0;0.000423842;-2.59463e-05
1;1;-4.0;8.0;4.0;0.000423842;-2.59463e-05
1;1;-4.0;4.0;8.0;0.000423842;-2.59463e-05
1;1;4.0;4.0;8.0;0.000423842;-2.59463e-05
1;1;-4.0;-8.0;-4.0;0.000423842;-2.59463e-05
1;1;-4.0;4.0;-8.0;0.000423842;-2.59463e-05
1;1;4.0;4.0;-8.0;0.000423842;-2.59463e-05
1;1;-4.0;-8.0;4.0;0.000423842;-2.59463e-05
1;1;-8.0;-4.0;4.0;0.000423842;-2.59463e-05
1;1;8.0;4.0;-4.0;0.000423842;-2.59463e-05
1;1;4.0;8.0;-4.0;0.000423842;-2.59463e-05
1;1;-4.0;-4.0;8.0;0.000423842;-2.59463e-05
1;1;4.0;-4.0;8.0;0.000423842;-2.59463e-05
1;1;4.0;8.0;4.0;0.000423842;-2.59463e-05
1;1;-8.0;-4.0;-4.0;0.000423842;-2.59463e-05
1;1;8.0;4.0;4.0;0.000423842;-2.59463e-05
1;1;-5.0;-5.0;-7.0;-0.000371867;3.87752e-05
1;1;3.0;-3.0;-9.0;0.00049472;-1.48837e-05
1;1;5.0;-5.0;-7.0;-0.000371867;3.87752e-05
1;1;3.0;-9.0;-3.0;0.00049472;-1.48837e-05
1;1;5.0;-7.0;-5.0;-0.000371867;3.87752e-05
1;1;3.0;3.0;-9.0;0.00049472;-1.48837e-05
1;1;3.0;-9.0;3.0;0.00049472;-1.48837e-05
1;1;9.0;-3.0;-3.0;0.00049472;-1.48837e-05
1;1;5.0;-7.0;5.0;-0.000371867;3.87752e-05
1;1;-9.0;3.0;-3.0;0.00049472;-1.48837e-05
1;1;-7.0;5.0;-5.0;-0.000371867;3.87752e-05
1;1;7.0;-5.0;5.0;-0.000371867;3.87752e-05
1;1;9.0;-3.0;3.0;0.00049472;-1.48837e-05
1;1;-5.0;7.0;-5.0;-0.000371867;3.87752e-05
1;1;-9.0;3.0;3.0;0.00049472;-1.48837e-05
1;1;-3.0;9.0;-3.0;0.00049472;-1.48837e-05
1;1;-3.0;-3.0;9.0;0.00049472;-1.48837e-05
1;1;-5.0;7.0;5.0;-0.000371867;3.87752e-05
1;1;-3.0;9.0;3.0;0.00049472;-1.48837e-05
1;1;-5.0;5.0;7.0;-0.000371867;3.87752e-05
1;1;-3.0;3.0;9.0;0.00049472;-1.48837e-05
1;1;5.0;5.0;7.0;-0.000371867;3.87752e-05
1;1;-1.0;-7.0;-7.0;-0.000148963;1.63745e-05
1;1;1.0;-7.0;-7.0;-0.000148963;1.63745e-05
1;1;-3.0;-3.0;-9.0;0.00049472;-1.48837e-05
1;1;-5.0;-7.0;-5.0;-0.000371867;3.87752e-05
1;1;-7.0;-1.0;-7.0;-0.000148963;1.63745e-05
1;1;-7.0;-7.0;-1.0;-0.000148963;1.63745e-05
1;1;7.0;-1.0;-7.0;-0.000148963;1.63745e-05
1;1;7.0;-7.0;-1.0;-0.000148963;1.63745e-05
1;1;-7.0;1.0;-7.0;-0.000148963;1.63745e-05
1;1;-7.0;-7.0;1.0;-0.000148963;1.63745e-05
1;1;7.0;1.0;-7.0;-0.000148963;1.63745e-05
1;1;7.0;-7.0;1.0;-0.000148963;1.63745e-05
1;1;-5.0;5.0;-7.0;-0.000371867;3.87752e-05
1;1;5.0;5.0;-7.0;-0.000371867;3.87752e-05
1;1;-5.0;-7.0;5.0;-0.000371867;3.87752e-05
1;1;-1.0;7.0;-7.0;-0.000148963;1.63745e-05
1;1;1.0;7.0;-7.0;-0.000148963;1.63745e-05
1;1;-7.0;-5.0;5.0;-0.000371867;3.87752e-05
1;1;7.0;5.0;-5.0;-0.000371867;3.87752e-05
1;1;-1.0;-7.0;7.0;-0.000148963;1.63745e-05
1;1;1.0;-7.0;7.0;-0.000148963;1.63745e-05
1;1;5.0;7.0;-5.0;-0.000371867;3.87752e-05
1;1;-5.0;-5.0;7.0;-0.000371867;3.87752e-05
1;1;5.0;-5.0;7.0;-0.000371867;3.87752e-05
1;1;-7.0;7.0;-1.0;-0.000148963;1.63745e-05
1;1;-7.0;-1.0;7.0;-0.000148963;1.63745e-05
1;1;7.0;7.0;-1.0;-0.000148963;1.63745e-05
1;1;7.0;-1.0;7.0;-0.000148963;1.63745e-05
1;1;-7.0;7.0;1.0;-0.000148963;1.63745e-05
1;1;-7.0;1.0;7.0;-0.000148963;1.63745e-05
1;1;7.0;7.0;1.0;-0.000148963;1.63745e-05
1;1;7.0;1.0;7.0;-0.000148963;1.63745e-05
1;1;5.0;7.0;5.0;-0.000371867;3.87752e-05
1;1;3.0;3.0;9.0;0.00049472;-1.48837e-05
1;1;-1.0;7.0;7.0;-0.000148963;1.63745e-05
1;1;1.0;7.0;7.0;-0.000148963;1.63745e-05
1;1;-3.0;-9.0;-3.0;0.00049472;-1.48837e-05
1;1;-7.0;-5.0;-5.0;-0.000371867;3.87752e-05
1;1;7.0;-5.0;-5.0;-0.000371867;3.87752e-05
1;1;-9.0;-3.0;-3.0;0.00049472;-1.48837e-05
1;1;-3.0;3.0;-9.0;0.00049472;-1.48837e-05
1;1;-3.0;-9.0;3.0;0.00049472;-1.48837e-05
1;1;-9.0;-3.0;3.0;0.00049472;-1.48837e-05
1;1;9.0;3.0;-3.0;0.00049472;-1.48837e-05
1;1;3.0;9.0;-3.0;0.00049472;-1.48837e-05
1;1;3.0;-3.0;9.0;0.00049472;-1.48837e-05
1;1;9.0;3.0;3.0;0.00049472;-1.48837e-05
1;1;-7.0;5.0;5.0;-0.000371867;3.87752e-05
1;1;7.0;5.0;5.0;-0.000371867;3.87752e-05
1;1;3.0;9.0;3.0;0.00049472;-1.48837e-05
1;1;-0.0;-6.0;-8.0;-0.000127844;-5.32974e-06
1;1;0.0;-8.0;-6.0;-0.000127844;-5.32974e-06
1;1;-6.0;-0.0;-8.0;-0.000127844;-5.32974e-06
1;1;-6.0;-8.0;0.0;-0.000127844;-5.32974e-06
1;1;6.0;0.0;-8.0;-0.000127844;-5.32974e-06
1;1;6.0;-8.0;-0.0;-0.000127844;-5.32974e-06
1;1;-8.0;0.0;-6.0;-0.000127844;-5.32974e-06
1;1;-8.0;-6.0;0.0;-0.000127844;-5.32974e-06
1;1;8.0;0.0;-6.0;-0.000127844;-5.32974e-06
1;1;8.0;-6.0;0.0;-0.000127844;-5.32974e-06
1;1;0.0;6.0;-8.0;-0.000127844;-5.32974e-06
1;1;0.0;-8.0;6.0;-0.000127844;-5.32974e-06
1;1;0.0;8.0;-6.0;-0.000127844;-5.32974e-06
1;1;-0.0;-6.0;8.0;-0.000127844;-5.32974e-06
1;1;-8.0;6.0;-0.0;-0.000127844;-5.32974e-06
1;1;-8.0;0.0;6.0;-0.000127844;-5.32974e-06
1;1;8.0;6.0;-0.0;-0.000127844;-5.32974e-06
1;1;8.0;0.0;6.0;-0.000127844;-5.32974e-06
1;1;-6.0;8.0;0.0;-0.000127844;-5.32974e-06
1;1;-6.0;-0.0;8.0;-0.000127844;-5.32974e-06
1;1;6.0;8.0;-0.0;-0.000127844;-5.32974e-06
1;1;6.0;0.0;8.0;-0.000127844;-5.32974e-06
1;1;0.0;8.0;6.0;-0.000127844;-5.32974e-06
1;1;0.0;6.0;8.0;-0.000127844;-5.32974e-06
1;1;0.0;0.0;-10.0;0.00167277;3.11888e-05
1;1;0.0;-10.0;-0.0;0.00167277;3.11888e-05
1;1;-10.0;0.0;-0.0;0.00167277;3.11888e-05
1;1;10.0;-0.0;0.0;0.00167277;3.11888e-05
1;1;-0.0;10.0;0.0;0.00167277;3.11888e-05
1;1;0.0;0.0;10.0;0.00167277;3.11888e-05
